title,year,total_sales
Dream Salon,2009.0,0.05
Nicktoons: Attack of the Toybots,2007.0,0.5
FIFA Soccer 12,2011.0,0.76
Let's Make a Soccer Team!,2006.0,0.23
Sonic & SEGA All-Stars Racing,2010.0,1.05
MLB 15: The Show,2015.0,0.4
Dragon Quest X: All in One Package Ver.1-4,2018.0,0.03
Snow Moto Racing Freedom,2018.0,0.03
Full House Kiss 2,2006.0,0.02
Teenage Zombies: Invasion of the Alien Brain Thingys,2008.0,0.04
Just Dance: Disney Party 2,2015.0,0.09
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,2010.0,0.45
Vitamin R,2013.0,0.02
LEGO Friends,2013.0,0.06
Minecraft,2018.0,1.89
Need for Speed: Shift,2009.0,0.06
Batman: The Enemy Within,2017.0,0.07
World Soccer Winning Eleven 7 International (JP version),2004.0,0.54
Kimi o Aogi Otome wa Hime ni,2016.0,0.02
Balloon Pop 2,2012.0,0.01
Midnight Club: LA Remix,2008.0,0.99
Tenshou Gakuen Gekkouroku,2006.0,0.04
The Wild Thornberrys Movie,2002.0,0.34
Blitz: The League,2005.0,0.89
Saihai no Yukue,2008.0,0.03
Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,2008.0,0.02
428: Shibuya Scramble,2018.0,0.02
Onimusha: Blade Warriors,2004.0,0.12
G1 Jockey 4 2008,2008.0,0.01
Far Cry 3,2012.0,3.27
Sitting Ducks,2004.0,0.05
Tenkai Knights: Brave Battle,2014.0,0.02
Shaq-Fu: A Legend Reborn,2018.0,0.02
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,2006.0,0.05
Tom and Jerry in War of the Whiskers,2002.0,0.26
Diabolik Lovers: Lost Eden,2017.0,0.02
Shrek: Hassle at the Castle,2002.0,0.66
Resonance of Fate,2010.0,0.33
Ar nosurge: Ode to an Unborn Star,2014.0,0.17
Army Men Advance,2001.0,0.0
Attack on Titan,2016.0,0.15
Call of Duty: WWII,2017.0,0.19
Summer Heat Beach Volleyball,2003.0,0.28
Knockout Kings 2003,2002.0,0.15
GT Advance Championship Racing,2001.0,0.33
Thrillville: Off the Rails,2007.0,0.0
Has-Been Heroes,2017.0,0.14
True Crime: Streets of LA,2003.0,0.56
Cabela's Big Game Hunter (2008),2007.0,0.06
Wild ARMs 3,2002.0,0.62
Jackie Chan: Stuntmaster,2000.0,0.22
The Biggest Loser,2009.0,0.32
Dead by Daylight,2017.0,0.12
Eat Lead: The Return of Matt Hazard,2009.0,0.12
Hot Wheels: Beat That!,2007.0,0.14
Monster Truck Madness,2003.0,0.12
Angelique Trois,2000.0,0.06
SCORE International Baja 1000: The Official Game,2008.0,0.1
Peter Jackson's King Kong: The Official Game of the Movie,2005.0,0.13
Power Pro Kun Pocket 1+2,2004.0,0.15
Dragon Shadow Spell,2007.0,0.08
Reine des Fleurs,2015.0,0.02
The Idolmaster: Gravure For You! Vol.7,2012.0,0.02
CSI: Fatal Conspiracy,2010.0,0.17
Inkheart,2009.0,0.02
Sam & Max: Beyond Time and Space,2010.0,0.05
Hot Wheels: Beat That!,2007.0,0.17
Uta no * Prince-Sama: Repeat,2011.0,0.14
Nitroplus Blasterz: Heroines Infinite Duel,2016.0,0.02
Tony Hawk's Underground,2003.0,0.6
Lalaloopsy,2011.0,0.68
NBA 2K10,2009.0,0.01
Rush: A Disney Pixar Adventure,2017.0,0.17
World Championship Poker,2004.0,0.17
Blinx: The Time Sweeper,2002.0,0.56
Petz: Hamsterz Life 2,2007.0,0.51
.hack//G.U. Vol.3//Redemption,2007.0,0.17
NBA Ballers: Rebound,2006.0,0.1
Castlevania: Portrait of Ruin,2006.0,0.4
King of Fighters: Maximum Impact,2004.0,0.26
Marvel Trading Card Game,2007.0,0.12
LEGO Harry Potter: Years 1-4,2010.0,1.59
ATV Offroad Fury: Blazin' Trails,2005.0,0.57
PlayStation All-Stars Battle Royale,2012.0,0.99
Monopoly Tycoon,2001.0,0.01
StormLover Karen!!,2011.0,0.02
Need for Speed (2015),2016.0,0.05
Grand Kingdom,2016.0,0.14
Toxic Grind,2002.0,0.02
Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,2005.0,0.3
My Hero: Doctor,2009.0,0.02
Sega Rally Revo,2007.0,0.26
Sonic X: Game Boy Advance Video Volume 1,2004.0,0.27
Fight Night 2004,2004.0,1.48
Breath of Fire,2001.0,0.22
Terminator Salvation,2009.0,0.53
Madden NFL 09,2008.0,1.49
D.C.F.S.: Da Capo Four Seasons,2005.0,0.04
Dynasty Warriors: Gundam 3,2011.0,0.18
Reading Training,2007.0,0.09
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,2008.0,0.53
WWE '13,2012.0,0.15
Sudden Strike,2001.0,0.0
Shin Chan: ¡Aventuras de Cine!,2008.0,0.15
Pac-Man World Rally,2006.0,0.08
MX World Tour Featuring Jamie Little,2005.0,0.03
Digimon All-Star Rumble,2014.0,0.07
Digimon Story: Cyber Sleuth,2016.0,0.11
Berserk and the Band of the Hawk,2017.0,0.16
Yu-Gi-Oh! GX: Spirit Caller (American Sales),2007.0,0.22
2010 FIFA World Cup South Africa,2010.0,0.85
The Orange Box,2007.0,1.82
Occultic;Nine,2017.0,0.01
Colosseum: Road to Freedom,2005.0,0.07
Mobile Suit Gundam: Climax U.C.,2006.0,0.23
NFL Street 2 Unleashed,2005.0,0.37
Zettai Geigeki Wars,2015.0,0.01
SpongeBob: HeroPants,2015.0,0.02
Cook Wars,2009.0,0.04
Cradle Double Pack,2011.0,0.0
I did it Mum! Picture Book,2008.0,0.0
Top Gun: Combat Zones,2002.0,0.15
Call of Duty: Black Ops 3,2015.0,2.01
¡Shin Chan Flipa en colores!,2007.0,0.14
Winning Post 8 2017,2017.0,0.01
Coraline,2009.0,0.05
Butt-Ugly Martians: Zoom or Doom!,2003.0,0.02
Operation Flashpoint: Dragon Rising,2009.0,0.93
Atari's Greatest Hits: Volume 1,2010.0,0.14
Borderlands 2 VR,2018.0,0.09
Resident Evil 4,2016.0,0.05
Big Mutha Truckers,2003.0,0.84
Medal of Honor: Vanguard,2007.0,0.1
NFL Blitz 20-02,2002.0,0.09
City Life DS,2009.0,0.0
Mr Bean's Wacky World of Wii,2009.0,0.05
Satisfashion,2010.0,0.01
ESPN MLS ExtraTime 2002,2002.0,0.02
Shadowrun (2007),2007.0,0.0
NBA Live 10,2009.0,0.45
Wreckless: ThE YaKuza MisSiOns,2002.0,0.57
Timepiece Ensemble,2017.0,0.01
Bullet Girls,2014.0,0.07
DS Bungaku Zenshuu,2007.0,0.26
SingStar Abba,2008.0,1.36
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,2008.0,0.02
Tony Hawk's American Wasteland (Old all region sales),2005.0,1.62
WarioWare D.I.Y.,2010.0,0.59
Constantine,2005.0,0.11
Band Hero,2009.0,0.79
Hidden Mysteries: Vampire Secrets,2010.0,0.0
My Healthy Cooking Coach,2009.0,0.1
Intellivision Lives!,2004.0,0.06
Doctor Fizzwizzle's Animal Rescue,2009.0,0.0
Rally Fusion: Race of Champions,2002.0,0.05
Disney Sing It: Pop Hits,2009.0,0.34
Armored Core: For Answer,2008.0,0.15
Cave Story 3D,2011.0,0.15
The Caligula Effect,2017.0,0.07
NASCAR 07,2006.0,0.04
X-Men Legends II: Rise of Apocalypse,2005.0,0.44
World Series of Poker: Tournament of Champions 2007 Edition,2006.0,0.05
Namco Museum: 50th Anniversary,2005.0,0.18
LEGO Indiana Jones 2: The Adventure Continues,2009.0,0.05
Contra 4,2007.0,0.3
Bulletstorm,2011.0,0.16
Uta no Prince-Sama: All Star After Secret,2015.0,0.09
RollerCoaster Tycoon,2003.0,0.13
Vietcong: Purple Haze,2004.0,0.08
Rogue Trooper Redux,2017.0,0.02
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,2006.0,0.06
Minecraft: Story Mode - The Complete Adventure,2017.0,0.46
Super Bubble Pop,2002.0,0.01
The Legend of Heroes: Trails in the Sky SC Evolution,2015.0,0.04
TOCA Race Driver 3: The Ultimate Racing Simulator,2006.0,0.03
NCAA March Madness 08,2007.0,0.09
Kingdom Hearts: Birth by Sleep - Final Mix,2011.0,0.16
Shin Megami Tensei: Persona 3 (jp sales),2007.0,0.21
Alter Echo,2003.0,0.05
Prey (2017),2017.0,0.45
INSIDE / LIMBO Double Pack,2017.0,0.04
Kidz Sports International Soccer,2008.0,0.01
Meiji Toukyou Renka: Full Moon,2016.0,0.02
Ski and Shoot,2008.0,0.09
Hokuto no Ken: Raoh Gaiden - Ten no Haoh,2009.0,0.01
NHL 2K9,2008.0,0.17
Assassin's Creed II: Deluxe Edition,2010.0,0.13
Chronos Twins: One Hero.Two Worlds.,2007.0,0.0
Max Payne 2: The Fall of Max Payne,2003.0,1.34
Skylanders Imaginators,2016.0,0.43
Rock of the Dead,2010.0,0.05
Doom 3 BFG Edition,2012.0,0.48
Tokyo Mew Mew,2002.0,0.02
PQ: Practical Intelligence Quotient,2006.0,0.08
Hakuouki 3D,2013.0,0.01
Syphon Filter 2,2000.0,2.15
Assassin's Creed II: Complete Edition,2010.0,0.0
New Play Control! Donkey Kong Jungle Beat,2009.0,0.6
The Humans: Meet the Ancestors!,2009.0,0.01
Animal Crossing,2001.0,0.31
Barbie and Her Sisters Puppy Rescue,2015.0,0.03
Hitman: Contracts,2004.0,0.34
Merv Griffin's Crosswords,2008.0,0.03
Hayarigami 2 DS: Toshidensetsu Kaii Jiken,2009.0,0.0
Buzz! The Mega Quiz,2007.0,0.88
DiRT,2007.0,0.02
The Saboteur,2009.0,0.06
Luxor: Pharaoh's Challenge,2008.0,0.04
Ninja Five-0,2003.0,0.0
DEFIANCE,2013.0,0.21
Tornado Outbreak,2009.0,0.1
Paws & Claws: Pet Vet,2009.0,0.1
BeatMania,2006.0,0.07
FIFA Soccer 09,2008.0,1.35
Street Jam Basketball,2004.0,0.03
Dynasty Warriors: Strikeforce,2010.0,0.23
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,2005.0,0.07
Cabela's Big Game Hunter 2010,2009.0,0.27
Dragon Age: Inquisition,2014.0,0.78
Kyoukai Senjou no Horizon Portable,2013.0,0.05
The Incredibles: Rise of the Underminer,2005.0,0.02
The Dark Hills of Cherai,2009.0,0.02
Fight Night Round 4,2009.0,1.52
Nihon Yakyuu Kikou Shounin: Batting Revolution,2009.0,0.0
Akane Iro ni Somaru Saka Parallel,2008.0,0.03
Speed Punks,2000.0,0.2
Ben 10 Galactic Racing,2011.0,0.1
FIFA 18,2017.0,11.8
Assassin's Creed III,2012.0,0.36
Cake-ya San Monogatari: Ooishii Sweets o Tsukurou!,2017.0,0.01
Fushigi no Chronicle: Furikaerimasen Katsu Madewa,2015.0,0.0
Operation Darkness,2008.0,0.07
Are You Smarter than a 5th Grader? Make the Grade,2008.0,0.39
MX vs ATV All Out,2018.0,0.12
Big Mutha Truckers 2,2005.0,0.2
Midnight Club: Los Angeles,2008.0,2.5
Robotech: Invasion,2004.0,0.05
Hot Wheels: Stunt Track Challenge / World Race,2006.0,0.01
Spider-Man: Web of Shadows,2008.0,0.26
Warlords IV: Heroes of Etheria,2003.0,0.0
Assassin's Creed IV: Black Flag,2013.0,3.94
Madden NFL 06,2005.0,0.23
World Soccer Winning Eleven 7,2003.0,0.24
Fable III,2011.0,0.33
Cabela's Outdoor Adventures,2005.0,0.1
Monster Jam: Path of Destruction,2010.0,0.38
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,2011.0,0.05
Pinball Hall of Fame: The Williams Collection,2009.0,0.22
Paw Patrol on a Roll,2018.0,0.07
Beowulf: The Game,2007.0,0.16
Spec Ops: The Line,2012.0,0.55
Call of Duty: Modern Warfare Remastered,2017.0,0.58
Doala de Wii,2009.0,0.0
Naruto Shippuden: Clash of Ninja Revolution III,2009.0,0.51
Samurai Warriors 4-II,2015.0,0.13
Miyako: Awayuki no Utage,2012.0,0.01
SEGA Bass Fishing Duel,2002.0,0.17
Anno 2205,2015.0,0.23
Fight Night Round 3,2006.0,1.47
Dying Light,2016.0,1.47
Dora the Explorer: Super Spies,2004.0,0.61
The Sims 2: Bon Voyage,2007.0,0.03
The Witcher 2: Assassins of Kings,2011.0,0.98
Batman: Arkham Knight,2015.0,4.11
Samantha Swift and the Hidden Roses of Athena,2008.0,0.0
Kamen Rider: Super Climax Heroes,2012.0,0.06
Cabela's Dangerous Hunts,2003.0,0.35
Assassin's Creed III,2012.0,5.31
Tiger Woods PGA Tour 14,2013.0,0.36
SX Superstar,2003.0,0.03
Chibi * Devi!,2012.0,0.01
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,2008.0,0.01
The Bible Game,2005.0,0.12
SpongeBob SquarePants: Plankton's Robotic Revenge,2013.0,0.06
Yoku's Island Express,2018.0,0.01
Top Gear GT Championship,2001.0,0.0
Sengoku Tenka Touitsu,2009.0,0.0
Nickelodeon Team Umizoomi,2011.0,0.46
Taito Legends 2,2007.0,0.02
Fur Fighters: Viggo's Revenge,2001.0,0.14
Lego Batman 3: Beyond Gotham,2014.0,0.51
Scooby-Doo! Unmasked,2005.0,0.18
Marvel Nemesis: Rise of the Imperfects,2005.0,0.08
Sniper Elite III,2014.0,0.31
Nyaruko-San: Nafushigatai Game no You na Mono,2013.0,0.01
Collar x Malice: Unlimited,2018.0,0.02
River City Ransom SP,2016.0,0.03
Gendai Daisenryaku: Isshoku Sokuhatsu - Gunji Balance Houkai,2009.0,0.0
Yu-Gi-Oh! The Falsebound Kingdom,2003.0,0.71
Child of Light,2014.0,0.01
Mega Man X5,2001.0,0.75
Doctor Lautrec and the Forgotten Knights,2011.0,0.17
"Warhammer 40,000: Space Marine",2011.0,0.56
The Chronicles of Narnia: Prince Caspian,2008.0,0.4
Up,2009.0,0.29
Fighting Fantasy: The Warlock of Firetop Mountain,2009.0,0.09
Rocksmith 2014,2016.0,0.67
Shinken de Watashi ni Koi Shinasai! R,2012.0,0.02
Bomberman: Act Zero,2006.0,0.04
Jampack Volume 12,2005.0,0.31
RepKiss,2017.0,0.0
Mermaid Gothic,2014.0,0.01
Micro Machines: World Series,2017.0,0.08
The Witch and the Hundred Knight,2014.0,0.22
Total War: Shogun 2 - Fall of the Samurai,2012.0,0.2
Dragon Warrior I&II,2000.0,0.77
Gun,2005.0,0.01
American Truck Simulator,2016.0,0.09
Roary the Racing Car,2009.0,0.09
Ken to Mahou to Gakuen Mono. 3D,2011.0,0.06
Inazuma Eleven GO 3: Galaxy - Big Bang / Supernova,2013.0,0.26
NBA Live 2001,2001.0,1.1
Adventure Time: Pirates of the Enchiridion,2018.0,0.02
Ultra Bust-A-Move,2004.0,0.05
Starship Troopers,2005.0,0.02
WWE SmackDown vs. Raw 2010,2009.0,0.73
Star Wars Jedi Knight II: Jedi Outcast,2002.0,0.0
Tom Clancy's Rainbow Six: Siege,2015.0,0.3
One Piece Mansion,2001.0,0.02
NBA Live 09,2008.0,0.39
Hello Kitty: Big City Dreams,2008.0,0.53
Balls of Fury,2007.0,0.02
FIFA Street 2,2006.0,0.14
Family Feud: 2012 Edition,2011.0,0.11
ESPN International Winter Sports 2002,2002.0,0.06
Black Mirror 2,2009.0,0.04
The Matrix: Path of Neo,2005.0,0.0
QuickSpot,2007.0,0.14
Karnaaj Rally,2003.0,0.01
Games Explosion!,2006.0,0.02
Metal Slug 4 & 5,2005.0,0.04
Jikkyou Powerful Pro Yakyuu 7,2000.0,0.35
Superstars V8 Racing,2009.0,0.0
Prism Ark: Awake,2008.0,0.02
Jig-A-Pix: Pets,2009.0,0.04
Backyard NBA Basketball,2003.0,0.59
Covert Ops: Nuclear Dawn,2000.0,0.24
Little King's Story,2012.0,0.01
Classic NES Series: Zelda II: The Adventure of Link,2004.0,0.7
Global Touring Challenge: Africa,2002.0,0.1
Ultimate Spider-Man,2005.0,0.3
Little Busters! Converted Edition,2010.0,0.04
Captain Morgane and the Golden Turtle,2012.0,0.01
Iron Man 2,2010.0,0.38
NASCAR 09,2008.0,0.25
Open Season,2006.0,0.07
Countdown: The Game,2009.0,0.05
Hard Hitter Tennis,2002.0,0.3
Monster Jam: Crush It,2017.0,0.04
Pro Yakyuu Spirits 4,2007.0,0.07
Hotel Transylvania 3: Monsters Overboard,2018.0,0.01
The Stronghold Collection,2009.0,0.13
Black Mirror,2017.0,0.05
Eiyuu Densetsu: Sora no Kiseki Set,2008.0,0.03
Spider-Man: The Movie,2002.0,1.19
Medabots AX: Metabee / Rokusho Ver.,2002.0,0.25
Nickelodeon Dance,2011.0,0.11
Namco Museum: 50th Anniversary,2005.0,0.21
Magicka Collection,2011.0,0.02
Stuntman: Ignition,2007.0,0.27
Singularity,2010.0,0.24
Herdy Gerdy,2002.0,0.22
Combat of Giants: Dinosaurs 3D,2011.0,0.39
Still Life,2005.0,0.0
Hakuoki: Stories of the Shinsengumi,2014.0,0.01
Carmageddon: Max Damage,2017.0,0.03
All Star Karate,2010.0,0.22
Derby Time 2006,2006.0,0.03
SpongeBob SquarePants: Battle for Bikini Bottom,2003.0,1.67
Monster Jam,2007.0,0.2
Reload: Target Down,2010.0,0.26
Truck Racer,2009.0,0.02
Super Smash Bros.,2009.0,0.0
College Hoops 2K8,2007.0,0.35
4x4 Hummer,2009.0,0.0
Truth or Lies,2010.0,0.11
Karaoke Revolution Presents American Idol Encore 2,2008.0,0.12
Elite: Dangerous,2017.0,0.19
Zoo Keeper,2005.0,0.17
XGIII: Extreme G Racing,2001.0,0.27
Tom Clancy's Ghost Recon Wildlands,2017.0,0.04
Pirates of the Caribbean: At World's End,2007.0,0.45
Imagine: Artist,2009.0,0.05
Angelique: Maren no Rokukishi,2011.0,0.03
MX vs. ATV Unleashed,2005.0,1.03
Star Wars Episode III: Revenge of the Sith,2005.0,0.31
NASCAR Heat 2002,2002.0,0.16
Disney's Magical Quest Starring Mickey and Minnie,2002.0,0.22
Classic NES Series: Donkey Kong,2004.0,0.73
Spartan: Total Warrior,2005.0,0.22
Dancing with the Stars: We Dance!,2008.0,0.38
Izuna 2: The Unemployed Ninja Returns (JP sales),2008.0,0.01
NHL 2003,2002.0,0.21
L.A. Noire,2011.0,2.73
Disney Infinity 2.0: Marvel Super Heroes,2014.0,0.55
Riding Spirits,2002.0,0.26
Juiced 2: Hot Import Nights,2007.0,0.39
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,2010.0,0.21
City Shrouded in Shadow,2017.0,0.07
J-League Winning Eleven 2009: Club Championship,2009.0,0.08
NG,2018.0,0.01
Puyo Pop Fever(us sales),2005.0,0.03
Growlanser Generations,2004.0,0.11
Tony Hawk's Pro Skater 4,2002.0,0.58
Romance of the Three Kingdoms II,2015.0,0.04
Katamari Forever,2009.0,0.41
NHL Hitz Pro,2003.0,0.04
Motocross Mania,2001.0,0.79
NASCAR 2005: Chase for the Cup,2004.0,0.12
The Lost Vikings,2003.0,0.05
Hitman: Absolution,2012.0,2.06
Utsusemi no Mawari,2017.0,0.01
Resident Evil 6,2016.0,0.17
The Legend of Heroes VI: Sora no Kiseki the 3rd,2013.0,0.01
Classic NES Series: Excitebike,2004.0,0.25
A-Train HX,2008.0,0.0
Everybody's Golf,2017.0,0.56
Curious George,2006.0,0.16
Winning Post World,2009.0,0.0
Marble Saga: Kororinpa,2009.0,0.16
Jikkyou Powerful Pro Yakyuu 2012,2012.0,0.15
Kidz Sports: Ice Hockey,2008.0,0.01
Rayman Raving Rabbids,2007.0,0.15
Homeworld 2,2003.0,0.03
Gotcha Force,2003.0,0.03
Enemy Territory: Quake Wars,2008.0,0.35
Disgaea: Afternoon of Darkness,2007.0,0.24
Akogare Girls Collection: Suteki ni Nurse Days,2009.0,0.0
Rock Band Track Pack: Classic Rock,2009.0,0.07
Call of Duty: Advanced Warfare,2014.0,5.22
Sacrifice,2000.0,0.0
Super Hero Generation,2014.0,0.04
Wizardry: Tale of the Forsaken Land,2001.0,0.09
MySims Party,2009.0,0.3
Golden Nugget Casino DS,2005.0,0.02
Fight Night Round 3,2006.0,0.52
Homefront: The Revolution,2016.0,0.21
Lara Croft Tomb Raider: The Angel of Darkness,2003.0,0.0
R-Type Command (correct US sales),2008.0,0.04
Street Fighter Anniversary Collection,2004.0,0.66
Swords,2010.0,0.03
The Legendary Starfy,2009.0,0.85
WWE SmackDown vs. Raw 2009,2008.0,0.83
Age of Pirates 2: City of Abandoned Ships,2009.0,0.0
Rapala Fishing Pro Series,2018.0,0.02
Sin and Punishment: Star Successor,2010.0,0.43
Gegege no Kitarou: Youkai Daigekisen,2008.0,0.06
Monster House,2006.0,0.16
Knockout Kings 2002,2002.0,0.27
PoPoLoCrois (JP sales),2005.0,0.08
WWE All Stars,2011.0,0.19
The Silent Hill Experience,2006.0,0.0
Space Chimps,2008.0,0.09
Archer Maclean Presents: Pool Paradise,2004.0,0.03
Red Faction: Guerrilla,2009.0,0.03
Rozen Maiden: Gebetgarten,2007.0,0.01
Goosebumps HorrorLand,2008.0,0.07
NBA Live 10,2009.0,0.24
Diva Girls: Diva Dancers,2009.0,0.0
Ultraman Fighting Evolution 0,2006.0,0.01
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005.0,0.04
V-Rally 3,2002.0,0.05
Senran Kagura 2: Deep Crimson,2015.0,0.18
Top Gun,2006.0,0.04
FIFA Soccer 2003,2002.0,3.4
The Great Ace Attorney 2 - The Resolve of Ryuunosuke Naruhodou,2017.0,0.12
Michael Phelps: Push the Limit,2011.0,0.11
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,2006.0,1.05
Memories Off 6: T-Wave,2009.0,0.01
Line Rider 2: Unbound,2008.0,0.08
Arcania: Gothic 4,2013.0,0.0
Disney's Meet the Robinsons,2007.0,0.02
The Incredibles: Rise of the Underminer,2005.0,0.15
Tiger & Bunny On Air Jack!,2012.0,0.03
Mega Man ZX,2006.0,0.28
WWE SmackDown! vs. Raw,2004.0,2.83
Hana Oboro: Sengoku Denranki,2017.0,0.01
Smart Kid's Mega Game Mix,2009.0,0.01
Valkyria Revolution,2017.0,0.05
Spirit Camera: The Cursed Memoir,2012.0,0.25
Dead Island: Riptide,2013.0,0.64
NCAA March Madness 2004,2003.0,1.03
Super Fruit Fall,2007.0,0.02
Metal Slug Advance,2004.0,0.08
Star Wars Jedi Knight II: Jedi Outcast,2003.0,0.31
Steins;Gate: Darling of Loving Vows,2012.0,0.06
"Warhammer 40,000: Squad Command",2007.0,0.06
ADK Tamashii,2008.0,0.0
Motocross Maniacs Advance,2002.0,0.27
Kinect Sports: Season Two,2011.0,2.33
Rinne no Lagrange: Kamogawa Days Game & OVA Hybrid Disc,2012.0,0.02
Ridge Racer 6,2005.0,0.2
Kid Fit Island Resort,2010.0,0.05
TimeSplitters 2,2002.0,0.7
Akko ni Omakase! Brain Shock,2006.0,0.04
WWE Raw 2,2003.0,0.56
Youda Farmer,2010.0,0.0
SEGA Classics Collection,2005.0,0.43
American Bass Challenge,2001.0,0.05
Momotsuki: Koufuu no Misasagi-Ou,2009.0,0.01
Wheel of Fortune,2010.0,0.98
Final Fantasy Crystal Chronicles: Ring of Fates,2008.0,0.66
Disney Planes Fire & Rescue,2014.0,0.03
NFL Street 2,2004.0,1.61
Rayman Raving Rabbids: TV Party,2008.0,2.03
007 Legends,2012.0,0.34
WWE 2K17,2016.0,0.37
Psychonauts,2005.0,0.09
Harry Potter and the Goblet of Fire,2005.0,0.23
Myst IV: Revelation,2004.0,0.01
Robotech: Invasion,2004.0,0.11
G-Saviour,2000.0,0.07
Tiger Woods PGA Tour 07,2006.0,0.27
Machi-Ing Maker DS,2008.0,0.01
Shantae: Half-Genie Hero,2016.0,0.06
My First Songs,2010.0,0.08
MAPLUS: Portable Navi,2006.0,0.07
Loons: The Fight For Fame,2002.0,0.07
NBA Live 2002,2001.0,0.4
Gabrielle's Ghostly Groove 3D,2011.0,0.11
Cate West: The Vanishing Files,2009.0,0.08
SoulCalibur II,2003.0,1.5
WWE '12,2011.0,1.27
Pitfall: The Mayan Adventure,2001.0,0.28
Fortnite,2018.0,0.69
Dark Arena,2002.0,0.04
Star Wars: Empire at War,2006.0,0.08
Dungeons 2,2016.0,0.02
Tomb Raider: Underworld,2008.0,1.26
Advance Guardian Heroes,2004.0,0.04
rain,2013.0,0.05
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,2010.0,0.06
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,2009.0,0.04
Under Night In-Birth Exe:Latest,2018.0,0.04
Disney Universe,2011.0,0.62
BlazBlue: Chrono Phantasma Extend,2015.0,0.04
Viewtiful Joe 2,2004.0,0.22
Doom 3 BFG Edition,2012.0,0.58
The Sims: Complete Collection,2005.0,0.02
Star Trek Voyager: Elite Force,2000.0,0.0
Beach Spikers: Virtua Beach Volleyball,2002.0,0.1
Sherlock Holmes and the Mystery of Osborne House,2011.0,0.23
My Fitness Coach: Club,2011.0,0.13
Resident Evil: Revelations,2013.0,0.22
NBA Street Vol. 2,2003.0,1.95
The Sims: Hot Date,2001.0,1.82
Let's Sing 2018,2017.0,0.03
Madden NFL 12,2011.0,0.44
Star Wars: The Force Unleashed,2008.0,2.77
LEGO The Hobbit,2014.0,0.46
LEGO Harry Potter: Years 5-7,2011.0,0.29
Pony Friends 2,2010.0,0.01
Ball Breakers,2000.0,0.18
Scooby-Doo! Mystery Mayhem,2004.0,0.45
Guilty Gear X: Advance Edition,2002.0,0.06
Metal Arms: Glitch in the System,2003.0,0.35
GoldenEye: Rogue Agent,2004.0,0.64
Madden NFL 19,2018.0,1.51
Hitman: HD Trilogy,2013.0,0.21
Trainz Simulator 12,2011.0,0.0
Ever17 〜the out of infinity〜 Premium Edition,2009.0,0.01
Scene It? Twilight,2009.0,0.26
One Piece: Romance Dawn,2014.0,0.08
Street Fighter X Tekken,2012.0,0.84
Silent Hill: Shattered Memories,2010.0,0.59
Terraria,2014.0,0.04
Monster Jam,2007.0,0.13
Need for Speed: Nitro,2009.0,0.83
Entaku no Seito: Students of Round,2011.0,0.01
London 2012: The Official Video Game of the Olympic Games,2012.0,0.57
Conflict: Denied Ops,2008.0,0.19
Final Fantasy XIV: Heavensward,2015.0,0.03
Valentino Rossi: The Game,2016.0,0.07
Front Mission,2007.0,0.04
MAPLUS: Portable Navi 3,2009.0,0.02
Karaoke Revolution Volume 2,2004.0,0.23
Titanfall,2014.0,0.59
Adventure Time: Finn & Jake Investigations,2015.0,0.11
Tales of Hearts R,2014.0,0.38
Summer Challenge: Athletics Tournament,2011.0,0.04
Fisherman's Challenge,2003.0,0.04
Zuma's Revenge!,2009.0,0.01
Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,2008.0,0.01
Lara Croft and the Temple of Osiris,2014.0,0.09
Metal Max Xeno,2018.0,0.02
Grand Theft Auto Online,2013.0,0.01
Payday 2,2015.0,0.23
Meitantei Evangelion,2007.0,0.02
The Suffering: Ties That Bind,2005.0,0.17
Hannah Montana: Spotlight World Tour,2008.0,0.28
Sukashishipanman DS: Shokotak Koto Nakagawa Shouko Produce!,2009.0,0.0
Subnautica,2018.0,0.12
Dragon's Dogma Online: Season 2,2016.0,0.03
Stolen,2005.0,0.04
MX vs. ATV Supercross Encore,2015.0,0.06
Planet 51,2009.0,0.2
MyStylist,2008.0,0.01
Fate/Extella Link,2018.0,0.06
Zettai Meikyuu: Himitsu no Oya Yubi Hime,2015.0,0.0
Spartan,2004.0,0.0
The Cheetah Girls: Passport to Stardom,2008.0,0.2
FlatOut 2,2006.0,0.04
Yuuna and the Haunted Hot Springs: Steam Dungeon,2018.0,0.01
