title,year,total_sales
NHL-Legacy Edition,2015.0,0.1
Mobile Suit Gundam Unicorn,2012.0,0.05
Flying Turtle,2009.0,0.0
Ashes Cricket 2009,2009.0,0.0
Body and Brain Connection,2011.0,0.2
Godai: Elemental Force,2002.0,0.07
Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,2007.0,0.08
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005.0,0.2
Major League Baseball 2K11,2011.0,0.06
Mini Ninjas,2009.0,0.34
Black & Bruised,2003.0,0.16
MX vs. ATV Supercross Encore,2015.0,0.01
American Idol,2003.0,0.22
The Quest Trio,2008.0,0.15
FIFA 15,2014.0,4.56
Mist of Chaos,2007.0,0.01
ATV Quad Power Racing 2,2003.0,0.45
Fishing Resort,2011.0,0.39
IndyCar Series,2003.0,0.05
NCAA Football 07,2006.0,0.37
Magician's Quest: Mysterious Times,2009.0,0.53
Konami Double Pack: Metal Gear Solid Portable Ops / Coded Arms,2009.0,0.0
Glory of the Roman Empire,2006.0,0.0
Legend of Kay,2005.0,0.05
Star Wars Galaxies: The Total Experience,2005.0,0.0
Heart no Kuni no Alice: Wonderful Twin World,2014.0,0.01
Dying Light,2015.0,2.45
Mystic Heroes,2002.0,0.09
Battle Chasers: Nightwar,2017.0,0.06
NHL 07,2006.0,0.03
Fate/Extella: The Umbral Star,2017.0,0.27
Overlord,2007.0,0.4
Pretty Rhythm Rainbow Live: Kira Kira My * Design,2013.0,0.08
The Golf Club,2015.0,0.13
DJ Hero,2009.0,0.9
Bullet Soul Infinite Burst,2014.0,0.01
Hakuouki: Reimeiroku,2010.0,0.05
Assassin's Creed II,2010.0,0.54
Vertigo,2009.0,0.05
"BCFX: The Black College Football Xperience, The Doug Williams Edition",2009.0,0.16
Tears to Tiara: Kakan no Daichi,2008.0,0.08
The Sims 3: Pets,2011.0,0.0
Disney's Chicken Little,2005.0,0.65
Deception IV: Blood Ties,2014.0,0.14
Deception IV: The Nightmare Princess,2015.0,0.0
Skylanders SWAP Force,2013.0,0.35
Record of Grancrest War,2018.0,0.03
NBA 2K9,2008.0,0.62
Beyblade: Metal Fusion,2010.0,0.25
Kingdom Hearts: The Story So Far,2018.0,0.2
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,2010.0,0.02
The Sims 2,2005.0,0.39
Buffy the Vampire Slayer,2002.0,0.23
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,2000.0,0.29
Jissen Pachi-Slot Hisshouhou! Aladdin A,2002.0,0.2
The BIGS 2,2009.0,0.05
IHRA Drag Racing 2,2002.0,1.31
Elven Legacy,2009.0,0.04
Jewel Quest 6: The Sapphire Dragon,2012.0,0.01
Kingdom Hearts HD I.5 + II.5 ReMIX,2017.0,0.0
Mario & Sonic at the Sochi 2014 Olympic Winter Games,2013.0,0.8
Super Swing Golf,2006.0,0.22
Assassin's Creed The Ezio Collection,2016.0,0.27
SX Superstar,2003.0,0.04
Ridge Racer DS,2004.0,0.15
Bionicle,2003.0,0.43
Secret Files: Tunguska,2006.0,0.04
Imagine: Interior Designer,2008.0,0.72
Digimon World DS (JP sales),2006.0,0.23
Moon,2009.0,0.05
N3: Ninety-Nine Nights,2006.0,0.3
My French Coach Level 2,2007.0,0.0
Men in Black: The Series,2001.0,0.0
Tao Adventure: Curse Demon,2006.0,0.04
NCAA Football 08,2007.0,0.38
Myst IV: Revelation,2005.0,0.05
The Political Machine 2008,2008.0,0.0
Shonen Jump's One Piece: Pirates Carnival,2006.0,0.0
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,2011.0,0.05
Sega 3D Classics Collection,2016.0,0.05
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,2004.0,0.5
Clannad,2008.0,0.04
UFC 2009 Undisputed,2009.0,1.76
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,2009.0,0.04
Need for Speed Carbon: Own the City,2006.0,2.42
Mortal Kombat (2011),2011.0,2.9
RollerCoaster Tycoon: Gold Edition,2002.0,0.02
Disney's Treasure Planet,2002.0,0.33
Rayman Raving Rabbids,2007.0,0.21
Rudolph the Red-Nosed Reindeer,2010.0,0.16
Tsuyo Kiss 3 Portable,2012.0,0.01
Guitar Hero III: Legends of Rock,2007.0,0.02
Tales of Graces f,2012.0,0.99
Playmobil Pirates,2009.0,0.08
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,2006.0,0.11
Sengoku Musou 3 Empires,2011.0,0.14
Soma Bringer,2008.0,0.11
Tornado Outbreak,2009.0,0.09
Super Dodgeball Brawlers,2008.0,0.14
Blazer Drive,2008.0,0.01
Monobeno: Pure Smile,2014.0,0.01
Dead to Rights: Reckoning,2005.0,0.13
Burnout Revenge,2005.0,0.9
Rayman Origins,2012.0,0.15
Kamen Rider Travelers Record,2013.0,0.08
Saints Row IV: Re-Elected,2015.0,0.24
Rayman Raving Rabbids: TV Party,2008.0,0.48
Bakugan Battle Brawlers: Defenders of the Core,2010.0,0.16
Sine Mora EX,2017.0,0.04
Capcom Beat 'Em Up Bundle,2018.0,0.01
Fist of the North Star: Ken's Rage 2,2013.0,0.3
Jazz Jackrabbit,2003.0,0.0
Gallop Racer 2000,2000.0,0.12
FIFA Soccer 08,2007.0,0.02
I Love Horses,2009.0,0.23
Just Dance 2019,2018.0,0.1
Puzzle Quest: Challenge of the Warlords,2007.0,0.29
BloodRayne,2002.0,0.11
Tonka Rescue Patrol,2003.0,0.06
DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,2007.0,0.22
Disgaea: Hour of Darkness,2003.0,0.33
Justice League Heroes: The Flash,2006.0,0.03
Warhammer: Mark of Chaos,2006.0,0.03
Cooking Mama 2: Dinner With Friends,2007.0,3.58
DJ Hero 2,2010.0,0.78
Jake Power: Handyman,2009.0,0.07
Tom Clancy's Splinter Cell: Chaos Theory,2005.0,0.0
Fierce Tales: Marcus' Memory,2014.0,0.0
Harry Potter and the Goblet of Fire,2005.0,0.42
Pocket Dogs,2005.0,0.08
Tom Clancy's Splinter Cell: Conviction,2010.0,2.06
DeathSmiles II X,2010.0,0.03
Sorayume Portable,2009.0,0.0
NCAA Final Four 2004,2003.0,0.2
Batman: Arkham Asylum,2009.0,4.28
The Urbz: Sims in the City,2004.0,0.62
Uppers,2016.0,0.03
Nintendo Pocket Football Club,2012.0,0.12
World of RollerCoaster Tycoon,2006.0,0.0
Emma at the Farm,2008.0,0.03
Prince of Persia: Warrior Within,2004.0,0.0
Dementium II,2010.0,0.11
Tomb Raider: Legend,2006.0,0.52
Castlevania: Lords of Shadow - Mirror of Fate,2013.0,0.16
Tom Clancy's Rainbow Six: Critical Hour,2006.0,0.06
Aibou DS,2009.0,0.08
Hot Wheels Velocity X,2002.0,0.11
Dead Rising 2,2016.0,0.04
Tiger Woods PGA Tour 10,2009.0,1.07
Castle of Shikigami III (JP sales),2007.0,0.0
Spore,2008.0,1.16
The Legend of Heroes: Trails in the Sky FC,2011.0,0.22
Pro Evolution Soccer 2017,2016.0,0.1
Brothers: A Tale of Two Sons,2015.0,0.05
Charlie and the Chocolate Factory,2005.0,0.11
Sigma Star Saga,2005.0,0.05
Nippon no Asoko de,2008.0,0.03
FIFA Soccer 13,2012.0,0.46
BlazBlue: Calamity Trigger,2014.0,0.01
DiRT 4,2017.0,0.01
The LEGO Movie Videogame,2014.0,0.65
Gakuen K: Wonderful School Days,2014.0,0.02
God Wars: Nihon Shinwa Taisen,2018.0,0.01
RACE On,2009.0,0.03
Serious Sam: Next Encounter,2004.0,0.07
Our House Party!,2009.0,0.14
Bullet Witch,2007.0,0.1
Rock Band 3,2010.0,0.09
Let's Play Garden,2010.0,0.11
DokuSui: DokiDoki Suikoden,2011.0,0.01
Dreamer Series: Pop Star,2009.0,0.07
Driving Theory Training 2009/2010 Edition,2009.0,0.0
ProStroke Golf: World Tour 2007,2006.0,0.0
Tom Clancy's Rainbow Six: Rogue Spear,2001.0,0.23
Up,2009.0,0.64
Sacra Terra: Angelic Night,2011.0,0.03
Zombie Hunters 2,2007.0,0.02
Zumba Fitness: World Party,2013.0,0.24
Chi's Sweet Home: Chi ga Ouchi ni Yatte Kita!,2008.0,0.0
Star Trek Bridge Crew,2017.0,0.28
Urban Chaos: Riot Response,2006.0,0.02
Dead to Rights,2002.0,1.36
Bermuda Triangle: Saving the Coral,2010.0,0.01
Monster House,2006.0,0.09
The Golden Compass,2007.0,0.0
The Price is Right,2008.0,0.49
Rise of the Argonauts,2008.0,0.17
Ninja Gaiden Black,2005.0,0.09
X-Men: The Official Game,2006.0,0.41
Moto Racer DS,2010.0,0.03
Major League Baseball 2K6,2006.0,0.37
Soccer Tsuku: Pro Soccer Club o Tsukurou!,2013.0,0.07
The Godfather II,2009.0,0.0
Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,2006.0,0.02
Disney Sing It: Pop Hits,2009.0,1.48
Assassin's Creed: Brotherhood,2011.0,0.59
Space Venus starring Morning Musume,2001.0,0.14
Tomyka Hero: Rescue Force DS,2008.0,0.0
Doom 3,2005.0,1.34
LMA Manager 2007,2006.0,0.01
Naughty Bear: Double Trouble,2012.0,0.0
Are You Smarter Than a 5th Grader? Back to School,2010.0,0.08
King's Quest: The Complete Collection,2016.0,0.06
Party Planet,2017.0,0.12
Grandia II,2002.0,0.29
Star Wars: The Clone Wars & Tetris Worlds,2003.0,0.19
NBA Live 10,2009.0,0.54
Conflict: Desert Storm,2003.0,0.08
Playmobil Circus,2009.0,0.09
Fabled Legends: The Dark Piper,2014.0,0.01
CSI: Deadly Intent - The Hidden Cases,2009.0,0.35
IL-2 Sturmovik: 1946,2007.0,0.04
Toy Story 3: The Video Game,2010.0,1.39
Simple DS Series Vol. 41: The Bakudan Shori-Han,2008.0,0.01
Wolfenstein: The Old Blood,2015.0,0.48
Oddworld: Munch's Oddysee,2003.0,0.06
Street Fighter 30th Anniversary Collection,2018.0,0.19
Fuun Shinsengumi Bakumatsuden Portable,2013.0,0.01
Pippa Funnell: The Stud Farm Inheritance,2005.0,0.0
Medabots Classics: Metabee Ver. / Rokusho Ver.,2017.0,0.03
Discovery Kids: Pony Paradise,2009.0,0.21
Sengoku Basara: Chronicle Heroes,2011.0,0.16
7'scarlet,2018.0,0.02
NBA 2K3,2002.0,0.16
Imagine: Zookeeper,2009.0,0.24
Ninki Seiyuu no Tsukurikata,2018.0,0.0
Teenage Mutant Ninja Turtles,2003.0,0.3
NBA Live 06,2005.0,0.29
Maximo: Ghosts to Glory,2002.0,0.77
Kidz Sports: Crazy Golf,2008.0,0.12
Night at the Museum: Battle of the Smithsonian,2009.0,0.33
Scurge: Hive,2006.0,0.06
The Long Dark,2018.0,0.05
Harry Potter and the Half-Blood Prince,2009.0,0.33
Country Dance 2,2011.0,0.46
Pachi-Slot Aruze Oukoku 4,2000.0,0.53
Beaterator,2009.0,0.11
B-Boy,2008.0,0.05
SD Gundam: Gashapon Wars,2005.0,0.07
NFL 2K3,2002.0,0.22
Pro Evolution Soccer 2012,2011.0,0.06
Forever Kingdom,2002.0,0.09
Desert Strike Advance,2002.0,0.06
PilotWings Resort,2011.0,0.96
Power Pro Kun Pocket 8,2005.0,0.14
LEGO DC Super-Villains,2018.0,0.3
The Surge,2017.0,0.12
Battle Fantasia,2009.0,0.01
Nobunaga no Yabou: Kakushin with Power-Up Kit,2008.0,0.03
Clever Kids: Pirates,2008.0,0.03
Island,2018.0,0.0
Kuma-Tomo,2013.0,0.19
Cartoon Network Collection: Game Boy Advance Video Volume 1,2004.0,0.25
Samurai Warriors Chronicles 2nd,2012.0,0.1
M&M's Kart Racing,2007.0,0.23
Turok,2008.0,0.01
NHL 18,2017.0,0.57
PC Engine Best Collection: Soldier Collection,2008.0,0.0
GRID 2,2013.0,0.38
Horrible Histories: Ruthless Romans,2010.0,0.01
Dead Cells,2018.0,0.05
Osomatsu-San: Matsu Matsuri!,2016.0,0.02
Harry Potter and the Order of the Phoenix,2007.0,0.3
Skylanders: Trap Team,2014.0,0.91
LEGO Star Wars II: The Original Trilogy,2006.0,0.44
Yu-Gi-Oh! Double Pack 2,2006.0,0.0
Mega Man Maverick Hunter X,2006.0,0.31
Brothers In Arms: Hell's Highway,2008.0,0.94
Gun,2005.0,0.52
Star Fox: Assault,2005.0,1.08
Taiko no Tatsujin: Tatakon de Dodon ga Don,2002.0,0.76
Samurai Warriors 2: Empires,2007.0,0.04
Ben 10 Alien Force: Vilgax Attacks,2009.0,0.42
2nd Super Robot Wars Original Generation,2012.0,0.3
Darkened Skye,2002.0,0.01
Venetica,2011.0,0.05
Battle of Sunrise,2008.0,0.0
Risen,2009.0,0.14
Fit & Fun,2011.0,0.01
Time Travelers,2012.0,0.05
Yoku's Island Express,2018.0,0.01
World Championship Poker,2004.0,0.95
Memories Off: AfterRain,2009.0,0.01
WTA Tour Tennis,2002.0,0.01
Koihime Enbu,2016.0,0.03
Lost Magic,2006.0,0.12
Astrology DS,2009.0,0.03
Saint Seiya: Brave Soldiers,2013.0,0.07
XIII,2003.0,0.25
Rad Rodgers,2018.0,0.02
Cabela's Dangerous Hunts 2009,2008.0,0.13
Last Escort: Club Katze,2010.0,0.01
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,2007.0,0.02
Alone in the Dark: The New Nightmare,2001.0,0.0
Resistance: Retribution,2009.0,0.9
Grand Theft Auto: Liberty City Stories,2006.0,3.54
Far Cry 2,2008.0,1.38
Samurai Warriors Chronicles 3,2015.0,0.08
Polaris SnoCross,2000.0,0.16
Heroes over Europe,2009.0,0.0
Ski-Doo Snowmobile Challenge,2009.0,0.08
Travel Coach: Europe 1,2010.0,0.03
Kung Fu Panda 2,2011.0,0.25
Attack on Titan 2,2018.0,0.23
Carnival Games,2018.0,0.27
Momotarou Dentetsu 11,2002.0,0.08
Catz,2006.0,0.24
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,2014.0,0.04
Disney's Extreme Skate Adventure,2003.0,0.28
TRON: Evolution,2010.0,0.17
Smuggler's Run: Warzones,2002.0,0.08
International Cricket 2010,2010.0,0.13
Izuna: Legend of the Unemployed Ninja,2007.0,0.0
The King of Fighters XIV,2016.0,0.34
Green Day: Rock Band,2010.0,0.37
Steins;Gate Elite,2018.0,0.01
A Way Out,2018.0,0.24
Madden NFL 11,2010.0,2.4
Greed: Forbidden Experiments,2017.0,0.0
Bass Strike,2001.0,0.28
Paperboy / Rampage,2005.0,0.13
Ninja Blade,2009.0,0.33
Tony Hawk's Underground,2003.0,0.7
MotoGP 15,2015.0,0.18
Army Men: Air Combat - The Elite Missions,2003.0,0.01
My Stop Smoking Coach: Allen Carr's EasyWay,2008.0,0.09
Batman: A Telltale Game Series,2016.0,0.07
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,2010.0,0.02
Game Party 3,2009.0,1.72
ATV Renegades,2017.0,0.01
Mega Man X Collection,2006.0,0.13
Doki Majo Plus,2009.0,0.02
BlazBlue: Calamity Trigger,2009.0,0.36
Tiger Woods PGA Tour 2004,2003.0,1.63
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",2006.0,0.04
The Sims 2: Open for Business,2006.0,0.52
One Piece: Burning Blood,2016.0,0.12
Me & My Katamari (JP sales),2006.0,0.08
Yuukyuu no Tierblade: Fragments of Memory,2017.0,0.01
Rise of the Kasai,2005.0,0.19
Tiger Woods PGA Tour 09,2008.0,0.65
Pet Zombies,2011.0,0.19
The Sims 2: Family Fun Stuff,2006.0,0.02
Disney's The Little Mermaid: Ariel's Undersea Adventure,2006.0,0.81
We Love Katamari,2005.0,0.52
Bejeweled 3,2011.0,0.34
Top Gun: Hard Lock,2012.0,0.03
Data East Arcade Classics,2010.0,0.09
Project Hacker: Kakusei,2006.0,0.1
Gyakuten Saiban 3,2004.0,0.16
Petz: Catz 2,2007.0,0.44
Jikkyou Powerful Pro Yakyuu Next,2009.0,0.08
Hot Wheels: Stunt Track Challenge,2004.0,0.45
Kinectimals: Now with Bears!,2011.0,0.36
Horses 3D,2012.0,0.04
Who Wants to Be a Millionaire: 3rd Edition,2010.0,0.04
UFC Undisputed 2010,2010.0,0.21
12-Sai. Torokeru Puzzle Futari no Harmony,2017.0,0.01
WWE All Stars,2011.0,0.11
Crazy Taxi,2001.0,0.49
Drawn to Life (JP sales),2007.0,0.0
Shadow of Rome,2005.0,0.27
MySims,2007.0,1.65
Dengeki Gakuen RPG: Cross of Venus,2009.0,0.05
Marc Ecko's Getting Up: Contents Under Pressure,2006.0,0.05
Live-On DS,2009.0,0.01
Urakata Hakuouki: Akatsuki no Shirabe,2014.0,0.01
Yu-Gi-Oh! 5D's Wheelie Breakers,2009.0,0.1
Conflict: Vietnam,2004.0,0.22
Borderlands: Game of the Year Edition,2010.0,0.01
Mister Slime,2008.0,0.05
Clive Barker's Jericho,2007.0,0.32
NBA 2K14,2013.0,1.54
Pro Yakyuu Spirits 3,2006.0,0.16
Press Your Luck 2010 Edition,2009.0,0.35
Chronicles of Mystery: The Scorpio Ritual,2008.0,0.01
Tony Hawk's Pro Skater 2,2000.0,0.0
Pro Yakyuu Spirits 2013,2013.0,0.06
Overcooked Special Edition,2018.0,0.11
Sid Meier's Civilization V: Game of the Year Edition,2011.0,0.01
PC Engine Best Collention: Ginga Ojousama Densetsu Collection,2008.0,0.01
Zubo,2009.0,0.11
Total War: Attila,2015.0,0.26
Pure (JP sales),2009.0,0.0
Sega Golf Club: Miyazato San Kyoudai Naizou,2006.0,0.01
Maji-Kyun! Renaissance,2016.0,0.02
Ford Racing Off Road,2008.0,0.0
Alice: Madness Returns,2011.0,0.12
Bangai-O Spirits,2008.0,0.08
"Animaniacs: Lights, Camera, Action!",2005.0,0.0
Myst III: Exile,2002.0,0.06
Mayhem 3D,2011.0,0.06
MotoGP 08,2008.0,0.39
Lost Planet: Extreme Condition,2007.0,0.0
Blender Bros.,2002.0,0.02
The Settlers History Collection,2018.0,0.04
Tokyo Mirage Sessions #FE,2016.0,0.33
Cities XL 2012,2011.0,0.06
Percy Jackson and the Olympians: The Lightning Thief,2010.0,0.24
Sega Bass Fishing,2008.0,0.5
Hiiro no Kakera 3: Aoikuro no Kusabi,2008.0,0.03
Digimon Rumble Arena 2,2004.0,0.02
Colin McRae Rally 2005,2004.0,0.05
Jikkyou Powerful Pro Yakyuu 12,2005.0,0.45
FIFA Football,2011.0,0.12
Rocksmith 2014,2016.0,0.43
Battlefield 1,2016.0,7.26
Tropico 3,2010.0,0.22
Rapala Fishing Pro Series,2017.0,0.06
Mushihimesama,2012.0,0.02
Kimi no Yuusha,2008.0,0.01
Sorcery,2012.0,0.3
Tiger Woods PGA Tour 12: The Masters,2011.0,0.62
FIFA Street,2005.0,0.31
Shining Resonance,2014.0,0.14
Puzzle Guzzle,2008.0,0.02
MLB 2001,2000.0,0.89
SSX 3,2003.0,0.12
Nobunaga no Yabou: Souzou,2013.0,0.19
Spirits & Spells,2003.0,0.02
Bleach: Shattered Blade,2007.0,0.32
Big League Sports: Summer,2009.0,0.11
Alien: Isolation,2014.0,0.52
Pia Carrot e Youkoso!! G.P. Gakuen Princess,2009.0,0.01
Dynasty Warriors 5 Empires,2006.0,0.13
Cardfight!! Vanguard G: Stride to Victory!!,2016.0,0.06
Persona 4 Arena,2012.0,0.13
Kinect Sports Rivals,2014.0,0.62
Batman: Arkham Origins,2013.0,1.9
Chaos;Head Dual,2014.0,0.01
Alien: Isolation,2014.0,0.14
Hatsune Miku: Project Diva X,2016.0,0.13
NBA Live 06 (All region sales),2005.0,1.64
Tales of the World: Radiant Mythology 3,2011.0,0.28
Resident Evil 3: Nemesis,2003.0,0.08
Flips: Cathy Cassidy,2009.0,0.0
Cars 3: Driven to Win,2017.0,0.01
ZhuZhu Pets,2010.0,1.04
Jake Hunter Detective Story: Prism of Eyes,2018.0,0.01
Digimon Adventure,2013.0,0.1
Sakura Sakura: Haru Urara,2010.0,0.01
Rio,2011.0,0.18
Cloudy With a Chance of Meatballs,2009.0,0.08
Barbie and Her Sisters Puppy Rescue,2015.0,0.01
Midnight Club 3: DUB Edition,2005.0,0.74
Tigger's Honey Hunt,2000.0,0.28
Sabre Wulf,2004.0,0.03
Squishy Tank,2010.0,0.07
Steins;Gate: Senkei Kousoku no Phonogram,2013.0,0.06
Sports Illustrated for Kids: Football,2003.0,0.18
EA Sports UFC 2,2016.0,0.61
Conflict: Denied Ops (JP sales),2008.0,0.0
Capcom vs. SNK,2000.0,0.22
NES Remix Pack,2014.0,0.0
Lost Sphear,2018.0,0.04
Samurai Warriors 4,2014.0,0.25
Strikers 1945 Plus Portable,2009.0,0.0
Petz: Catz 2,2007.0,0.37
Call of Duty 2: Big Red One,2005.0,2.67
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,2010.0,0.02
Racquet Sports,2010.0,0.34
Baja: Edge of Control,2008.0,0.2
Monster Hunter Frontier Z: Beginner's Package,2016.0,0.02
Blur,2010.0,0.59
Metal Slug 7,2008.0,0.14
Forza Motorsport 4: December IGN Pack,2011.0,0.03
Stuart Little 2,2002.0,0.46
Ever Oasis,2017.0,0.29
Iron Man 2,2010.0,0.39
Watch Dogs,2014.0,1.83
Zoids: Legacy,2004.0,0.08
Gravel,2018.0,0.08
Dewy's Adventure,2007.0,0.16
Wipeout 2048,2012.0,0.38
Putty Squad,2013.0,0.16
Star Wars The Clone Wars: Republic Heroes,2009.0,0.39
Tecmo Classic Arcade,2005.0,0.06
The Dwarves,2016.0,0.01
Resident Evil: Revelations 2,2015.0,0.14
Chrysler Classic Racing,2008.0,0.06
XXX,2002.0,0.11
LEGO The Incredibles,2018.0,0.63
WWE SmackDown vs. Raw 2011,2010.0,0.38
Monster Trux Offroad,2007.0,0.02
Run for Money CHO Tousouchuu,2015.0,0.14
Crash of the Titans,2007.0,0.41
Rock Revolution,2008.0,0.08
The Walking Dead: Season Two,2014.0,0.19
Wordmaster,2008.0,0.09
NFL 2K2,2001.0,0.89
Overstrike,2013.0,0.12
Wildlife Park 3,2011.0,0.08
Smuggler's Run,2002.0,0.01
Mah Jong Quest: Expeditions,2007.0,0.29
Sid Meier's Civilization Revolution,2008.0,0.83
NASCAR 06: Total Team Control,2005.0,0.27
Evolve,2015.0,0.22
Burnout Revenge,2005.0,0.53
Sega Genesis Collection,2006.0,0.14
Festa!! Hyper Girls Party,2006.0,0.01
Trainz Railwayz,2007.0,0.0
Monster High: New Ghoul in School,2015.0,0.06
Rogue Ops,2003.0,0.05
SSX Tricky,2001.0,1.73
Rengoku II:  The Stairway To H.E.A.V.E.N.,2006.0,0.02
Knockout Kings 2002,2002.0,0.91
Hello Kitty: Roller Rescue,2005.0,0.08
Geten no Hana: Yume Akari,2014.0,0.01
Sea Trader: Rise of Taipan,2003.0,0.0
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,2002.0,0.12
Major League Baseball 2K6,2006.0,0.17
Touch Detective,2006.0,0.1
Ys: The Ark of Napishtim,2005.0,0.13
SingStar Vol. 3,2008.0,0.12
Skate 2,2009.0,0.84
Odin Sphere: Leifthrasir,2016.0,0.1
Dream Pinball 3D,2008.0,0.03
Littlest Pet Shop: Jungle,2008.0,0.6
Devil May Cry 3: Dante's Awakening Special Edition,2006.0,0.01
Robots,2005.0,0.09
The Conveni Portable,2010.0,0.01
Star Wars Episode II: Attack of the Clones,2002.0,0.77
Rayman Raving Rabbids,2006.0,1.42
Hamster Club 4: Shigessa Daidassou,2003.0,0.29
Tony Hawk: Shred,2010.0,0.29
Hannah Montana: Rock Out the Show,2009.0,0.16
Rayman Arena,2002.0,0.07
Toro to Morimori,2009.0,0.01
F-Zero GX,2003.0,0.65
F1 2017,2017.0,0.62
Cave Story+,2017.0,0.15
Dead or Alive Xtreme 3: Fortune,2016.0,0.06
Def Jam Rapstar,2010.0,0.35
Crash Nitro Kart,2003.0,0.31
Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,2003.0,1.23
RIFT,2011.0,0.7
My Baby Girl,2008.0,0.76
Deepak Chopra's Leela,2011.0,0.13
Brink,2011.0,1.04
Bubsy: The Woolies Strike Back,2017.0,0.05
Star Trek Online,2010.0,0.02
Princess Isabella: A Witch's Curse,2010.0,0.08
Michael Jackson: The Experience 3D,2011.0,0.17
Rodea the Sky Soldier,2015.0,0.05
"Warhammer 40,000: Dawn of War II",2009.0,0.47
Karaoke Joysound Wii,2008.0,0.25
Supreme Commander: Gold Edition,2008.0,0.0
Ride 2,2017.0,0.08
Championship Manager 2007,2006.0,0.0
Assassin's Creed,2007.0,4.83
Deer Hunter Reloaded,2017.0,0.04
Scribblenauts Mega Pack,2018.0,0.04
Date A Live: Rio Reincarnation HD,2017.0,0.01
Shin Chan: Las Nuevas Aventuras Para Wii!,2008.0,0.07
Tom Clancy's Splinter Cell: Conviction,2010.0,0.1
Conan,2007.0,0.19
Blur,2010.0,0.72
"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",2009.0,0.01
Pro Baseball Spirits 2015,2015.0,0.14
Chicken Shoot,2007.0,0.14
La Corda d'Oro 4,2016.0,0.03
Darkwatch,2005.0,0.21
The Croods: Prehistoric Party!,2013.0,0.03
Are You Smarter than a 5th Grader?,2007.0,0.53
Tenchu: Dark Secret,2006.0,0.05
Michael Jackson: The Experience,2011.0,0.53
Hamatora: Look at Smoking World,2014.0,0.0
Jewel Quest Solitaire,2011.0,0.15
Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,2007.0,0.08
Juiced 2: Hot Import Nights,2008.0,0.01
The Crew: Wild Run,2015.0,0.02
The Amazing Spider-Man (2012),2013.0,0.09
HimeHibi: New Princess Days!! Zoku! Ni-Gakki Portable,2010.0,0.0
Super Black Bass Fishing,2006.0,0.04
Netsu Chu! Pro Yakyuu 2003,2003.0,0.28
FIFA 19,2018.0,0.06
Discovery Kids: Spider Quest,2009.0,0.08
Mobile Suit GUNDAM SEED BATTLE DESTINY,2012.0,0.12
From The Abyss,2008.0,0.06
Vantage Master Portable,2008.0,0.02
Conan,2007.0,0.34
Pro Yakyuu Spirits 2011,2011.0,0.18
Kids Learn Music A+ Edition,2011.0,0.05
Pro Yakyuu Famista DS,2007.0,0.1
Food Coach: Healthy Living Made Easy,2010.0,0.0
World of Final Fantasy,2016.0,0.35
Candace Kane's Candy Factory,2008.0,0.04
Need for Speed (2015),2015.0,0.74
Legend of Kay Anniversary,2015.0,0.07
LEGO Star Wars II: The Original Trilogy,2006.0,0.09
Disney TH!NK Fast: The Ultimate Trivia Showdown,2008.0,0.17
Fortune Street: Dragon Quest & Final Fantasy 30th Anniversary,2017.0,0.07
Medieval: Total War Gold Edition,2006.0,0.01
Sudoku Ball Detective,2009.0,0.04
Need for Speed: Most Wanted 5-1-0,2005.0,2.09
Summer Challenge: Athletics Tournament,2011.0,0.02
Fired Up,2005.0,0.0
Tekken Hybrid,2011.0,0.36
Sonic & Sega All-Stars Racing Transformed,2012.0,0.58
Rugby League Live 3,2015.0,0.02
Diabolik Lovers: Dark Fate,2015.0,0.04
Dave Mirra Freestyle BMX 2,2001.0,1.38
Okami HD,2017.0,0.06
Mario Golf: World Tour,2014.0,0.49
Civilization IV: Beyond the Sword,2007.0,0.0
NBA 2K2,2002.0,1.22
Prince of Persia: The Forgotten Sands,2010.0,0.62
FIFA 19,2018.0,0.04
Resident Evil: Revelations 2,2015.0,0.57
Earth Defense Force: Insect Armageddon,2011.0,0.19
Jurassic Park III: Park Builder,2001.0,0.06
Kabushiki Baibai Trainer: Kabutore!,2006.0,0.1
ArmA II: Reinforcements,2011.0,0.0
