title,year,total_sales
Cars Mater-National Championship,2007.0,0.49
Conan Exiles,2018.0,0.06
GunParade Orchestra: Shiro no Shou,2006.0,0.07
Osomatsu-San: Matsu Matsuri!,2016.0,0.02
Super Lucky's Tale,2017.0,0.22
Stardew Valley,2017.0,0.03
Super Fruit Fall,2007.0,0.02
Genkai Tokki: Moero Crystal,2015.0,0.07
Shrek's Carnival Craze Party Games,2008.0,0.24
Zombi,2015.0,0.07
WipEout Omega Collection,2017.0,0.72
Sunday vs Magazine Shuuketsu! Choujou Daikessen,2009.0,0.03
Tamagotchi no Narikiri Channel,2009.0,0.15
WWE SmackDown vs. RAW 2007,2006.0,0.5
Element Hunter,2009.0,0.01
ScreamRide,2015.0,0.0
Adventure Time: Pirates of the Enchiridion,2018.0,0.02
Star Fox: Zero,2016.0,0.44
Star Wars Episode 1: Jedi Power Battles,2000.0,1.21
The Urbz: Sims in the City,2004.0,1.76
Fatal Fury Special,1995.0,0.56
NCAA Final Four 2004,2003.0,0.2
SpongeBob's Boating Bash,2010.0,0.15
Pogo Island,2007.0,0.0
White Album 2: Shiawase no Mukougawa,2013.0,0.02
Pro Evolution Soccer 2015,2014.0,0.59
rFactor,2005.0,0.0
J-League Winning Eleven 2008: Club Championship,2008.0,0.22
Pirates: Hunt For Blackbeard's Booty,2008.0,0.18
Pro Farm 1,2011.0,0.07
Tornado Outbreak,2009.0,0.1
Guitar Hero: World Tour,2008.0,1.8
Moonlighter,2018.0,0.01
Max & the Magic Marker,2011.0,0.05
NBA 06,2005.0,0.22
The Sims 4,2017.0,1.39
Legends of Wrestling,2001.0,0.76
WWE SmackDown vs. Raw 2010,2009.0,1.07
Kung Fu Panda: Legendary Warriors,2008.0,0.07
Time Travelers,2012.0,0.04
The Amazing Spider-Man (2012),2013.0,0.0
Danganronpa: Trigger Happy Havoc,2014.0,0.34
Cabela's Big Game Hunter (2008),2007.0,0.63
Madden NFL 08,2007.0,0.71
D1 Professional Drift Grand Prix Series,2006.0,0.03
Dynasty Warriors 8: Xtreme Legends,2014.0,0.12
Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,2003.0,0.4
Final Fantasy XV,2016.0,1.14
Apocalypse,1998.0,0.45
Mana Khemia: Alchemists of Al-Revis (JP sales),2008.0,0.04
Armored Core V,2012.0,0.22
Emergency! Disaster Rescue Squad,2009.0,0.03
Crysis 2,2011.0,1.33
RollerCoaster Tycoon 2: Triple Thrill Pack,2003.0,0.03
Cabela's Big Game Hunter 2010,2009.0,0.27
Touch Darts,2008.0,0.0
Arthur! Ready to Race,2000.0,0.05
Nanashi no Game Me,2009.0,0.03
Marriage Royale: Prism Story,2010.0,0.05
Satomi Hakkenden: Hamaji Himenoki,2014.0,0.01
Kanokon: Esuii,2008.0,0.01
Blur,2010.0,0.06
Samurai Warriors 3Z Special,2012.0,0.03
River City Super Sports Challenge,2010.0,0.03
KimiKiss (ebKore+),2008.0,0.06
Harry Potter and the Deathly Hallows - Part 2,2011.0,0.22
The Treasures of Montezuma,2010.0,0.04
Piyo-Tan: Oyashiki Sennyuu Daisakusen!,2008.0,0.0
Disney's Brother Bear,2003.0,0.39
Back to the Future: The Game,2015.0,0.02
Skylanders: Trap Team,2014.0,0.52
Sea Park Tycoon,2010.0,0.03
Wizardry VII: Gadeia no Houshu,1995.0,0.15
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",2008.0,0.12
Drawn to Life Collection,2010.0,0.14
Disney's Extreme Skate Adventure,2003.0,0.32
MechWarrior 4: Mercenaries,2002.0,0.0
Cruis'n World,1998.0,0.64
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,2005.0,0.1
NASCAR '15,2015.0,0.0
NHL 2001,2000.0,0.63
We Cheer 2,2009.0,0.26
Formula 1: Championship Edition,2007.0,0.61
NHL 97,1996.0,0.47
Transformers: Revenge of the Fallen,2009.0,0.63
4x4 Evolution,2001.0,0.32
Jikkyou World Soccer 2000 Final Edition,2000.0,0.66
Derby Jockey 2,1995.0,0.1
Aliens in the Attic,2009.0,0.05
Blue Stinger,1999.0,0.1
M&M's Adventure,2008.0,0.05
Space Hulk: Deathwing,2017.0,0.02
Puchi Eva: Evangelion @ Game,2008.0,0.01
Pandora's Tower,2013.0,0.31
Sengoku Basara: Samurai Heroes,2010.0,0.64
Matchstick,2008.0,0.01
XCOM: Enemy Unknown,2012.0,0.63
Just Dance 2016,2015.0,1.11
Flow: Urban Dance Uprising,2005.0,0.04
RACE On,2009.0,0.03
Half-Life,2001.0,0.6
Wanted: Weapons of Fate,2009.0,0.37
Soul Eater: Battle Resonance,2009.0,0.03
NASCAR 07,2006.0,0.04
Petz: Saddle Club,2009.0,0.09
Imagine: Party Planner,2010.0,0.05
Blue Dragon,2007.0,0.92
Hallowed Legends: Samhain,2011.0,0.03
Classic NES Series: The Legend of Zelda,2004.0,0.89
Dragon Ball: Raging Blast,2009.0,0.51
Skullgirls: 2nd Encore,2016.0,0.02
Prey the Stars,2008.0,0.08
Blackguards 2,2017.0,0.03
FIFA Soccer 96,1995.0,0.16
Air Raid,1982.0,0.77
Valthirian Arc: Hero School Story,2018.0,0.02
Penny Racers,1999.0,0.06
Stronghold Crusader,2002.0,0.0
Chibi-Robo! Zip Lash,2015.0,0.32
Army Men: RTS,2002.0,0.11
Biohazard: Revival Selection,2011.0,0.18
Stardust Amazoness,2013.0,0.01
Guitar Hero Live,2015.0,0.83
Call of Duty: Ghosts,2013.0,4.17
WSC Real 11: World Snooker Championship,2011.0,0.04
Yu-Gi-Oh! GX: Spirit Caller (American Sales),2007.0,0.22
Yoku's Island Express,2018.0,0.01
Shining Tears,2005.0,0.09
Cut the Rope: Triple Treat,2014.0,0.07
Sniper: Ghost Warrior,2011.0,0.83
Just Sing!,2010.0,0.16
Disgaea 3: Absence of Justice,2008.0,0.55
Igor: The Game,2008.0,0.04
Need for Speed: Hot Pursuit,2010.0,0.46
Final Approach 2: 1st Priority,2008.0,0.02
Sine Mora EX,2017.0,0.04
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,2006.0,0.05
RealSports Tennis,1983.0,0.5
Micro Machines V3,1997.0,0.1
Harry Potter and the Order of the Phoenix,2007.0,0.3
Need for Speed: Undercover,2008.0,0.23
NBA 2K7,2006.0,0.6
Jackie Chan: Stuntmaster,2000.0,0.22
Worms: Battle Islands,2010.0,0.22
Brothers In Arms: Earned In Blood,2005.0,0.31
The Sims 2,2005.0,0.94
Giana Sisters: Twisted Dreams,2018.0,0.01
Gray Matter,2011.0,0.08
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,2008.0,0.05
Divinity II: Ego Draconis,2010.0,0.07
Brave Fencer Musashi,1998.0,1.14
Spider-Man: Web of Shadows,2008.0,0.25
Shinken de Watashi ni Koi Shinasai! R,2012.0,0.02
Seven Days: Anata to Sugosu Nanokakan,2018.0,0.0
Captain America: Super Soldier,2011.0,0.05
Bakugan: Battle Brawlers,2009.0,1.38
Mobile Light Force 2,2003.0,0.11
Saints Row: The Third,2011.0,2.77
Torment: Tides of Numenera,2017.0,0.01
Harry Potter and the Prisoner of Azkaban,2004.0,0.38
Sound Novel Tsukuru,1996.0,0.08
Crimson Skies: High Road to Revenge,2003.0,0.87
Walt Disney's The Jungle Book: Rhythm N'Groove,2003.0,0.25
007: Quantum of Solace,2008.0,0.43
Rat Attack!,2000.0,0.02
Super Robot Taisen J,2005.0,0.18
Rocket League,2018.0,0.4
Let's Sing 2019,2018.0,0.01
Legendary Fishing,2018.0,0.01
The Times Crossword Challenge,2009.0,0.0
Monster Jam: Path of Destruction,2010.0,0.55
Winning Post 7 2010,2010.0,0.05
Dungeon Maker II: The Hidden War (JP sales),2008.0,0.01
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,2010.0,0.02
Smart Boy's Winter Wonderland,2008.0,0.01
MySims,2008.0,0.03
Secret Files: Tunguska,2010.0,0.05
X-Men: Mutant Academy 2,2001.0,0.72
Madden NFL 2003,2002.0,0.71
Fossil Fighters (JP sales),2009.0,0.3
Mike Piazza's Strike Zone,1998.0,0.06
MotoGP '06,2006.0,0.14
Pretty Rhythm Rainbow Live: Kira Kira My * Design,2013.0,0.08
Ride,2015.0,0.11
Dark Souls II,2015.0,0.75
Over the Hedge: Hammy Goes Nuts!,2006.0,0.13
The Amazing Spider-Man (2012),2012.0,0.0
Hard Truck Tycoon,2006.0,0.0
Tom Clancy's HAWX 2,2010.0,0.1
Enter the Matrix,2003.0,3.18
Mana Khemia 2: Fall of Alchemy,2009.0,0.2
J-League Excite Stage '96,1996.0,0.19
Death Jr. II: Root of Evil,2006.0,0.05
Wand of Fortune: Mirai e no Prologue,2010.0,0.01
Gladius,2003.0,0.14
Evolution Skateboarding,2002.0,0.26
Def Jam: Fight for NY,2004.0,1.76
Escape The Museum,2008.0,0.0
UFC 2009 Undisputed,2009.0,1.76
E.X. Troopers,2012.0,0.05
Championship Manager 3,2003.0,1.01
Ever17 〜the out of infinity〜 Premium Edition,2009.0,0.01
Monster Lab,2008.0,0.31
Spot Goes to Hollywood,1996.0,0.07
The House of the Dead 2,1999.0,0.26
New Gundam Breaker,2018.0,0.13
Fallout: New Vegas Ultimate Edition,2012.0,0.0
Adventure Time: Finn & Jake Investigations,2015.0,0.14
Fireball,1982.0,0.33
Monster Jam: Urban Assault,2008.0,0.09
WWE SmackDown vs. Raw 2011,2010.0,1.09
X-Man,1983.0,0.63
Gakuen Alice: WakuWaku * Happy Friends,2007.0,0.03
Godzilla: Save the Earth,2004.0,0.47
.hack//Infection Part 1,2003.0,1.27
UFC Personal Trainer: The Ultimate Fitness System,2011.0,0.77
Supermarket Mania,2009.0,0.0
Know How 2,2010.0,0.01
Mario & Luigi Superstar Saga + Bowser's Minions,2017.0,0.51
Yamamura Misa Suspense: Kyoto Kuramayama Shou Satsujin Jiken,2009.0,0.0
The Legend of Dragoon,2000.0,1.86
Yogi Bear: The Video Game,2010.0,0.11
Franklin the Turtle,2005.0,0.03
uDraw Studio: Instant Artist,2011.0,0.0
Zatch Bell! Electric Arena,2005.0,0.03
Cabela's Legendary Adventures,2008.0,0.17
Hot Wheels: Battle Force 5,2009.0,0.15
ESPN College Hoops 2K5,2004.0,0.38
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,2011.0,0.02
Stake: Fortune Fighters,2003.0,0.02
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,2010.0,0.02
Disney Infinity,2013.0,1.05
Game & Wario,2013.0,0.25
The Aly & AJ Adventure,2007.0,0.01
Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,2003.0,0.1
Madden NFL 15,2014.0,2.09
NASCAR Heat 2002,2001.0,0.6
Sports Illustrated for Kids: Football,2003.0,0.18
SD Gundam G Generation Genesis,2016.0,0.12
ESPN International Winter Sports 2002,2002.0,0.06
Atari Anniversary Advance,2002.0,0.18
Chrysler Classic Racing,2008.0,0.06
I'm A Celebrity: Get Me Out of Here!,2009.0,0.04
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,2007.0,0.03
Avatar: The Last Airbender - Into the Inferno,2008.0,0.25
Defiance,2013.0,0.37
Aero The Acro-Bat,2002.0,0.0
Pet Zombies,2011.0,0.19
Men in Black II: Alien Escape,2002.0,0.5
WSC Real 11: World Snooker Championship,2011.0,0.08
NFL 2K,1999.0,1.2
Dragon Quest Monsters: Battle Road Victory,2010.0,0.32
Mini Ninjas,2009.0,0.34
Wipeout 2,2011.0,0.32
Minecraft,2016.0,1.47
Gretzky NHL 2005,2004.0,0.17
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,2012.0,0.12
WWE 2K17,2016.0,0.37
Over the Hedge,2006.0,0.35
Island,2017.0,0.01
Fight Night Round 3,2006.0,0.52
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,2007.0,0.04
Infernal: Hell's Vengeance,2009.0,0.08
Viewtiful Joe,2004.0,0.28
Jake Hunter: Round of Revenge,2012.0,0.02
Pro Evolution Soccer 2018,2017.0,0.75
Classic Dungeon: Fuyoku no Masoujin,2010.0,0.03
BlazBlue: Calamity Trigger,2009.0,0.57
Amped 2,2003.0,0.25
Pet Vet: Down Under,2009.0,0.05
Tetris Worlds,2002.0,0.22
Cabela's Big Game Hunter 2010,2009.0,1.7
The Raven Remastered,2018.0,0.03
Torino 2006,2006.0,0.04
Aegis of Earth: Protonovus Assault,2016.0,0.04
Lord of Apocalypse,2011.0,0.1
Final Fantasy I & II,1994.0,0.11
NHL 2K7,2006.0,0.08
Handball 16,2015.0,0.0
Fire Emblem: Radiant Dawn,2007.0,0.49
Blade II,2002.0,0.31
LittleBigPlanet,2009.0,2.61
Puzzle Challenge: Crosswords and More!,2009.0,0.03
Persona Dancing: Endless Night Collection,2018.0,0.13
Blur,2010.0,0.59
Dai-2-Ji Super Robot Taisen OG,2012.0,0.22
Wild ARMs XF,2008.0,0.14
Hamster Club 4: Shigessa Daidassou,2003.0,0.29
The Sly Collection,2010.0,0.69
Chikyuu Boueigun 2 Portable,2011.0,0.14
Madagascar: Escape 2 Africa,2008.0,0.74
Naruto: Ultimate Ninja Heroes (JP sales),2007.0,0.06
Jake Hunter Detective Story: Memories of the Past,2009.0,0.11
Azada,2007.0,0.0
Virtua Fighter,1995.0,1.07
Simple DS Series Vol. 44: The Gal Mahjong,2008.0,0.0
Battlefield: Bad Company 2 Ultimate Edition,2010.0,0.0
Tomba! 2: The Evil Swine Return,1999.0,0.29
The Legend of Heroes: Trails of Cold Steel,2015.0,0.21
The Revenge of Shinobi,2002.0,0.09
Imagine: Zookeeper,2009.0,0.24
Barbie Horse Adventures: Wild Horse Rescue,2003.0,0.06
BeatMania IIDX 3rd Style,2000.0,0.05
Monster Energy Supercross - The Official Videogame,2018.0,0.08
Cars 3: Driven to Win,2017.0,0.02
Legend of Legaia,1999.0,0.66
Full Spectrum Warrior: Ten Hammers,2006.0,0.07
Shining Hearts,2010.0,0.2
3rd Super Robot Wars Z Jigoku Hen,2014.0,0.23
Pro Evolution Soccer 2017,2016.0,0.1
Fire ProWrestling,2001.0,0.13
DmC Devil May Cry: Definitive Edition,2015.0,0.15
Strikers 1945,2001.0,0.12
BlazBlue: Continuum Shift II,2011.0,0.13
Elite Forces: Unit 77,2009.0,0.06
MX vs. ATV Supercross Encore,2015.0,0.01
Dead Cells,2018.0,0.05
Farming Simulator 17,2017.0,0.13
Remember Me,2013.0,0.34
The Elder Scrolls V: Skyrim,2011.0,3.99
Street Fighter Alpha 3,2002.0,0.15
Clever Kids: Pony World,2007.0,0.0
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003.0,1.72
Trials Fusion,2014.0,0.03
Quantum Break,2016.0,0.02
Simple DS Series Vol. 48: The Saibanin: 1-tsu no Shinjitsu 6-tsu no Kotae,2009.0,0.0
Lost: Via Domus,2008.0,0.58
Dynasty Warriors: Godseekers,2017.0,0.03
Tiger Woods PGA Tour 09,2008.0,0.65
Oddworld: Abe's Exoddus,1998.0,0.99
Don Bradman Cricket 14,2015.0,0.13
Medal of Honor,2010.0,2.64
DiRT 4,2017.0,0.23
Katamari Damacy,2004.0,0.73
Minecraft,2014.0,5.43
Burnout 3: Takedown,2004.0,1.31
Final Fantasy XI: Online,2004.0,0.32
Rock Band 4,2015.0,0.75
FIFA Soccer 2002,2001.0,0.18
Nervous Brickdown,2007.0,0.02
Darksiders,2010.0,0.28
NBA 2K14,2013.0,1.54
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,2001.0,0.12
Alone in the Dark (2008),2008.0,0.01
Juiced 2: Hot Import Nights,2007.0,0.24
Samurai Warriors 3: Xtreme Legends,2011.0,0.0
Sonic Riders,2006.0,0.13
Kaboom!,1981.0,1.15
Happy My Sweets,2009.0,0.0
Robert Ludlum's The Bourne Conspiracy,2008.0,0.39
Zone of the Enders: The 2nd Runner,2003.0,0.41
FabStyle,2011.0,0.03
Mario & Sonic at the Rio 2016 Olympic Games,2016.0,0.49
McGrath Vs. Pastrana Freestyle Motocross,2000.0,0.26
uDraw Studio,2010.0,2.44
The Political Machine 2008,2008.0,0.0
Bermuda Triangle: Saving the Coral,2010.0,0.01
Beyond Oasis,1994.0,0.05
Madden NFL 19,2018.0,2.21
King Arthur Collection,2011.0,0.01
BloodRayne,2002.0,0.11
Forza Horizon 2,2014.0,1.46
Naruto: Ultimate Ninja Storm,2008.0,1.07
Starry * Sky: In Summer - PSP Edition,2010.0,0.06
Wappy Dog,2011.0,0.28
Star Fox: Assault,2005.0,1.08
Medabots Dual: Kabuto / Kuwagata,2013.0,0.08
The Thing,2002.0,0.0
Time Crisis: Project Titan,2001.0,0.05
Fishdom,2011.0,0.05
Rocket Power: Beach Bandits,2002.0,0.82
WCW Nitro,1998.0,1.88
Fuel,2009.0,0.02
Mega Man Anniversary Collection,2004.0,0.42
Genkai Tokki: Seven Pirates,2016.0,0.04
Yu-Gi-Oh! 5D's Tag Force 6,2011.0,0.16
Nuclear Dawn,2011.0,0.0
Castlevania,1999.0,0.64
AirForce Delta Strike,2004.0,0.11
Freddie Flintoff's Powerplay Cricket,2010.0,0.0
Cardinal Syn,1998.0,0.15
NHL 2K3,2002.0,0.12
Ultimate Shooting Collection,2009.0,0.08
Scrabble (Others sales),2009.0,0.24
Sam & Max: Season Two,2009.0,0.0
Wild ARMs 5,2007.0,0.28
0-ji no Kane to Cinderella: Halloween Wedding,2013.0,0.01
Natsuiro High School: Seishun Hakusho,2015.0,0.02
Grand Theft Auto: The Trilogy,2005.0,1.14
Densetsu no Stafi 4,2006.0,0.17
King of Fighters: Maximum Impact,2004.0,0.26
Call of Duty: Infinite Warfare,2016.0,4.79
Battlefield 3,2011.0,7.35
DS Rakubiki Jiten,2005.0,0.16
Soul Eater: Battle Resonance,2009.0,0.01
Rayman 3D,2011.0,0.64
FlatOut,2010.0,0.01
Saka-Tsuku DS: Touch and Direct,2008.0,0.23
50 Classic Games,2012.0,0.01
Terminator 3: Rise of the Machines,2003.0,0.14
Sable Maze: Sullivan River,2015.0,0.0
Command & Conquer 3: Deluxe Edition,2008.0,0.02
Imagine: Family Doctor,2009.0,0.3
Ben 10: Protector of Earth,2007.0,1.23
Mario no Super Picross,1995.0,0.41
FIFA 18,2017.0,0.08
Emergency 2012,2011.0,0.1
Harry Potter and the Deathly Hallows - Part 1,2010.0,0.1
Pro Evolution Soccer 2016,2015.0,0.12
Major League Baseball 2K11,2011.0,0.2
The Wolf Among Us,2014.0,0.22
Yu-Gi-Oh! Dungeon Dice Monsters,2003.0,0.74
Need for Speed: V-Rally,1997.0,0.87
Syberia III,2017.0,0.02
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,2014.0,0.04
Hot Wheels World Race,2003.0,0.16
Winter Stars,2011.0,0.11
Tales of the World: Tactics Union,2014.0,0.11
SpongeBob's Truth or Square,2009.0,0.07
Dragon's Dogma Online,2015.0,0.04
Onimusha: Dawn of Dreams,2006.0,0.64
King's Field II,1996.0,0.26
Boulder Dash: Rocks!,2007.0,0.03
NCAA March Madness 08,2007.0,0.21
NASCAR Heat Evolution,2016.0,0.15
Marvel vs. Capcom 3: Fate of Two Worlds,2011.0,1.07
NHL 2K10,2009.0,0.15
Whiplash,2003.0,0.06
Summoner,2000.0,0.51
Puzzler World,2009.0,0.77
Legends of Wrestling II,2002.0,0.13
BeatMania IIDX 16: Empress + Premium Best,2009.0,0.04
Doraemon 4: Nobita to Toki no Okoku,1995.0,0.06
Danny Phantom: Urban Jungle,2006.0,0.0
CSI: Fatal Conspiracy,2010.0,0.19
F1 2014,2014.0,0.23
Necrovision,2009.0,0.01
Tactics Ogre: The Knight of Lodis,2002.0,0.5
Taito Legends Power Up,2007.0,0.05
Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,2014.0,0.02
School Wars,2012.0,0.01
Beniiro Tenjou Ayakashi Kitan Futaai,2018.0,0.0
Nora to Koku no Koubou: Kiri no Mori no Majo,2011.0,0.05
Call of Duty: WWII,2017.0,0.19
The Incredibles,2004.0,2.06
Yoostar on MTV,2011.0,0.09
Miami Nights: Singles in the City,2008.0,0.08
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,2000.0,0.07
Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016.0,0.1
Star Wars Starfighter: Special Edition,2001.0,0.42
Band Hero,2009.0,0.79
Crackdown 2,2010.0,1.12
MLB Pennant Race,1996.0,0.29
International Cricket Captain 2009,2009.0,0.01
Fushigi Yuugi: Suzaku Ibun,2008.0,0.01
World Championship Poker 2: Featuring Howard Lederer,2005.0,0.14
Sniper Elite III,2014.0,0.74
Space Bust-A-Move,2009.0,0.13
Top Gear Rally,2003.0,0.09
MotoGP 07,2007.0,0.1
Um Jammer Lammy,1999.0,0.66
Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,2006.0,0.07
NCAA March Madness 06,2005.0,0.2
Battles of Prince of Persia,2005.0,0.12
Disney Sports Basketball,2003.0,0.01
Yooka-Laylee,2017.0,0.1
The Sims 3: Generations,2011.0,0.63
Moto Racer Advance,2002.0,0.01
Project Highrise: Architect's Edition,2018.0,0.02
Teenage Mutant Ninja Turtles 2: Battle Nexus,2004.0,0.32
The Dukes of Hazzard: Return of the General Lee,2004.0,0.08
Phantom Dust,2005.0,0.11
Racing Lagoon - High Speed Driving RPG,1999.0,0.16
Littlest Pet Shop: City Friends,2009.0,0.32
Dynasty Warriors: Strikeforce,2010.0,0.23
Madden NFL 10,2009.0,0.72
NERF N-Strike,2008.0,1.09
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,2010.0,0.03
Cartoon Network Racing,2006.0,0.05
G-Saviour,2000.0,0.07
Power Rangers Samurai,2011.0,0.32
Duke Nukem: Zero Hour,1999.0,0.26
Dragon's Crown Pro,2018.0,0.07
Prisoner of War,2002.0,0.08
One Piece: Romance Dawn,2012.0,0.32
NHL 2004,2003.0,0.18
MorphX,2010.0,0.05
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,1998.0,0.81
Dragon Age: Origins,2009.0,1.67
NBA 2K17,2016.0,2.04
Brothers In Arms DS,2007.0,0.04
Chevrolet Camaro: Wild Ride,2010.0,0.02
Transformers: Revenge of the Fallen,2009.0,0.41
Scene It? Twilight,2010.0,0.19
Harukanaru Toki no Naka de 6,2015.0,0.02
Hogs of War,2000.0,0.02
Jikkyou Powerful Pro Yakyuu 10,2003.0,0.1
Resonance of Fate,2010.0,0.74
Golden Time: Vivid Memories,2014.0,0.01
Keiba Eight Special,1993.0,0.05
Kamaitachi no Yoru 2,2002.0,0.36
LEGO The Lord of the Rings,2012.0,0.41
Resident Evil: Origins Collection,2016.0,0.37
Castle of Shikigami III,2007.0,0.01
Skylanders: SuperChargers Racing,2015.0,0.23
The Rabbit's Apprentice,2013.0,0.03
Sengoku Hime: Senran ni Mau Otometachi,2009.0,0.02
PachiPara 3D,2011.0,0.02
Tak: The Great Juju Challenge,2005.0,0.09
Turning Point: Fall of Liberty,2008.0,0.0
Tom Clancy's HAWX 2,2010.0,0.36
Hot Wheels: Track Attack,2010.0,0.19
Shadow of the Colossus,2005.0,1.14
Generator Rex: Agent of Providence,2011.0,0.06
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,2008.0,0.06
P.N.03 - Product Number Three,2003.0,0.08
Silent Hill: Book of Memories,2012.0,0.23
Mary-Kate and Ashley: Girls Night Out,2002.0,0.2
NHL 2003,2002.0,0.93
World Soccer Winning Eleven 9,2006.0,0.44
Inversion,2012.0,0.07
Namco Museum Vol.4,1997.0,0.2
Rugby World Cup 2015,2015.0,0.02
Otome wa Oanesama Boku ni Koi Shiteru Portable,2010.0,0.02
Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,2010.0,0.01
Chainz Galaxy,2011.0,0.01
Aoishiro,2008.0,0.02
Meiji Tokyo Renka,2013.0,0.02
The Matrix: Path of Neo,2005.0,0.0
Pirates of the Caribbean: At World's End,2007.0,0.42
Tiger Woods PGA Tour 10,2009.0,0.65
Dynasty Warriors 8: Xtreme Legends,2014.0,0.31
Pro Evolution Soccer 2017,2016.0,0.75
WWE SmackDown vs Raw 2008,2007.0,1.19
Puzzle Quest: Galactrix,2009.0,0.16
Dead Space Extraction,2009.0,0.47
Tactics Ogre: Let Us Cling Together,1995.0,0.71
MLB 2002,2001.0,0.43
Shellshock,1998.0,0.1
Bakusou Kyoudai Let's & Go!! Eternal Wings,1998.0,0.05
Child of Eden,2011.0,0.22
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,2010.0,0.04
Silent Hill HD Collection,2012.0,0.19
Naruto: Ninja Council 3 (JP sales),2007.0,0.14
Legend of Kay Anniversary,2015.0,0.08
Scooby-Doo! Unmasked,2005.0,0.08
Rayman 3,2003.0,0.14
The Sims,2000.0,0.05
Lucian Bee's: Resurrection Supernova,2009.0,0.01
Imagine: Babyz Fashion,2009.0,0.19
Rocket League,2016.0,1.38
Hot Potato!,2001.0,0.04
Sengoku Musou 3 Empires,2011.0,0.14
Tokyo Mirage Sessions #FE,2016.0,0.33
Vitamin X: Detective B6,2012.0,0.02
James Cameron's Avatar: The Game,2009.0,0.9
Happy Cooking,2008.0,0.19
Adidas Power Soccer,1996.0,0.04
Nishimura Kyoutarou Travel Mystery: Akugyaku no Kisetsu - Tokyo - Nanki Shirahama Renzoku Satsujin Jiken,2009.0,0.0
Dynasty Warriors: Strikeforce,2010.0,0.29
Ice Age 2: The Meltdown,2006.0,0.1
Paws & Claws: Pet Resort,2008.0,0.24
Final Fantasy XI: All-In-One Pack 2006,2006.0,0.02
Spy Hunter / Super Sprint,2005.0,0.02
Pro Evolution Soccer 2015,2014.0,0.06
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,2008.0,0.04
Pro Yakyuu Team o Tsukurou!,1999.0,0.23
Caesar IV,2006.0,0.04
Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),2009.0,0.02
Odin Sphere: Leifthrasir,2016.0,0.1
NFL Street 3,2006.0,0.27
FIFA Street (2012),2012.0,0.93
Army Men: Sarge's Heroes 2,2000.0,0.42
Arcania: Gothic 4,2010.0,0.18
Survivor,2010.0,0.01
Pharaonic,2017.0,0.02
Namco Classic Fighter Collection,2008.0,0.16
Daisenryaku VII Exceed,2008.0,0.0
NHL 07,2006.0,0.51
Sid Meier's Pirates!,2005.0,0.14
Medabots: Infinity,2003.0,0.05
Spider-Man,1982.0,0.93
Ninja Five-0,2003.0,0.0
Petz: Catz 2,2007.0,0.44
Postman Pat: Special Delivery Service,2009.0,0.01
Ms. Pac-Man: Maze Madness,2000.0,0.22
College Hoops 2K6,2005.0,0.25
World Championship Pool 2004,2003.0,0.04
Hamatora: Look at Smoking World,2014.0,0.0
Jikkyou Powerful Pro Yakyuu 2013,2013.0,0.26
The Crow: City of Angels,1997.0,0.02
Prince of Persia: The Forgotten Sands,2010.0,0.62
Beyblade Burst,2016.0,0.09
Take On Helicopters,2011.0,0.03
Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,2008.0,0.01
Senritsu no Stratus,2011.0,0.06
Brutal Legend,2009.0,0.94
Naruto Shippuden: Ultimate Ninja Impact,2011.0,0.35
Hidden Agenda,2017.0,0.59
Touch Detective Funghi Rhythm,2014.0,0.01
How To Pass Your Driving Test,2008.0,0.0
LEGO Batman: The Videogame,2008.0,3.08
All-Star Fruit Racing,2018.0,0.01
Bottom of the 9th,1996.0,0.14
