title,year,total_sales
Ragnarok Odyssey Ace,2014.0,0.04
Sanzen Sekai Yuugi: Re Multi Universe Myself,2018.0,0.0
Fallout: New Vegas Ultimate Edition,2012.0,0.03
Bee Movie Game,2007.0,0.17
NBA 2K3,2002.0,0.32
Shadow Man: 2econd Coming,2002.0,0.16
Assassin's Creed II: Complete Edition,2010.0,0.0
Injustice 2,2017.0,1.72
Hello Kitty Kruisers,2014.0,0.01
Warlords IV: Heroes of Etheria,2003.0,0.0
Captain America: Super Soldier,2011.0,0.17
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,2007.0,0.02
Hajime no Ippo: The Fighting! (2014),2014.0,0.04
Gothic Fiction: Dark Saga,2015.0,0.01
Accel World: Kasoku no Chouten,2013.0,0.02
Dead or Alive 5 Last Round,2015.0,0.1
Backyard Sports Baseball 2007,2006.0,0.01
NCAA College Football 2K3,2002.0,0.07
Mobile Suit Gundam,1995.0,0.41
American Bass Challenge,2001.0,0.05
Plants vs Zombies: Garden Warfare,2014.0,0.66
Oddly Enough: Pied Piper,2011.0,0.0
Dig Dug,1985.0,0.41
Pirates of the Caribbean,2003.0,0.29
Big Idea's VeggieTales: LarryBoy and the Bad Apple,2006.0,0.02
Dream Pinball 3D,2008.0,0.03
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,2017.0,0.47
Musou Tourou,2009.0,0.01
Airblade,2002.0,0.23
Minecraft: Story Mode,2015.0,0.77
The Mummy: Tomb of the Dragon Emperor,2008.0,0.09
Chronos Twins: One Hero.Two Worlds.,2007.0,0.0
Tiny Toon Adventures: Toonenstein - Dare to Scare,1999.0,0.05
The Elder Scrolls IV: Oblivion - Game of the Year Edition,2007.0,0.0
Hasbro Family Game Night Fun Pack,2011.0,0.11
Elex,2017.0,0.04
Madden NFL 16,2015.0,3.3
Tennis World Tour,2018.0,0.04
Troll and I,2017.0,0.02
Dynasty Warriors 8: Empires,2015.0,0.07
Deception III: Dark Delusion,2000.0,0.04
Kung Fu Rider,2010.0,0.2
High Heat Major League Baseball 2003,2002.0,0.37
NFL Blitz 20-02,2002.0,0.09
WipeOut 3 The Game,2012.0,0.22
Monster Jam,2007.0,0.13
NFL Street,2004.0,1.42
One Piece: Burning Blood,2016.0,0.12
MLB Front Office Manager,2009.0,0.07
Trauma Center: Under the Knife,2005.0,0.36
MotionSports: Adrenaline,2011.0,0.27
NFL Street,2004.0,0.35
Transformers: Devastation,2015.0,0.15
Street Fighter X Tekken,2012.0,0.02
Bionicle Heroes,2006.0,0.11
God Wars: Future Past,2017.0,0.05
Army of Two: The Devil's Cartel,2013.0,0.26
Rapala Pro Fishing,2004.0,0.06
Joker no Kuni no Alice,2011.0,0.02
nail'd,2010.0,0.12
Marie no Atelier: Salburg no Renkinjutsushi,1997.0,0.25
Moyashimon DS,2009.0,0.03
Super Bomberman 4,1996.0,0.44
Karate,1980.0,0.47
The Incredibles,2004.0,2.37
Turok: Evolution,2002.0,0.12
Deadliest Warrior: Ancient Combat,2012.0,0.04
Legacy of Ys: Books I & II,2009.0,0.02
Tokyo Xtreme Racer DRIFT,2006.0,0.18
Tomb Raider (2013),2013.0,1.9
Just Cause 2,2010.0,1.6
Red Dead Redemption,2010.0,6.5
World Series of Poker 2008: Battle for the Bracelets,2007.0,0.02
4x4 Hummer,2009.0,0.0
Tiger Woods PGA Tour 2001,2001.0,0.74
Rocket League,2016.0,2.02
NASCAR 99,1998.0,1.52
Hakuouki 3D,2013.0,0.01
State of Emergency,2002.0,1.76
Dragon Blade: Wrath of Fire,2007.0,0.18
PES 2009: Pro Evolution Soccer,2008.0,0.8
Wii Fit U,2014.0,0.86
Nisenochigiri,2010.0,0.02
Madden NFL 2004,2003.0,5.23
Indiana Jones and the Staff of Kings,2009.0,0.72
Quake III: Revolution,2001.0,0.21
Nickelodeon Dance,2011.0,0.11
Ultimate Ghosts 'n Goblins,2006.0,0.08
Dance Central 2,2011.0,2.04
Kids Learn Math: A+ Edition,2011.0,0.15
Overcooked,2016.0,0.05
Prince of Persia: Warrior Within,2004.0,0.8
Calcio Bit,2006.0,0.03
American Chopper,2004.0,0.15
Assassin's Creed II,2009.0,5.57
Daikaijyuu Monogatari II,1996.0,0.12
Cars 3: Driven to Win,2017.0,0.01
Nightfall Mysteries: Curse of the Opera,2010.0,0.0
J-League Soccer: Prime Goal,1993.0,0.69
Kamen Rider: Super Climax Heroes,2012.0,0.08
Winning Post 8 2018,2018.0,0.01
Disney's Donald Duck: Goin' Quackers,2002.0,0.04
007 Legends,2012.0,0.0
Master of Illusion,2007.0,0.43
Imagine: Boutique Owner,2009.0,0.21
Don't Starve,2018.0,0.05
Kong: The 8th Wonder of the World,2005.0,0.47
Payday 2,2018.0,0.12
Bee Movie Game,2007.0,0.45
Doki Majo Plus,2009.0,0.02
Escape from Bug Island,2007.0,0.06
Astro Boy,2004.0,0.09
Tunnel B1,1996.0,0.09
Summon Night 4,2012.0,0.07
Prince of Persia: The Sands of Time,2003.0,0.15
I Heart Geeks,2011.0,0.03
Sniper: Ghost Warrior,2010.0,1.16
Reign of Fire,2002.0,0.05
Super Robot Taisen F Kanketsuhen,1998.0,0.55
Kan Colle Kai,2016.0,0.21
Strawberry Shortcake: Game Boy Advance Video Volume 1,2004.0,0.15
FIFA Soccer 12,2011.0,0.46
Wheel of Fortune,1998.0,1.26
Pokémon Card GB2: GRdan Sanjou,2001.0,0.89
PoPoLoCrois Monogatari II,2000.0,0.21
Naruto Shippuden: Ultimate Ninja Storm Generations,2012.0,0.74
ZooCube,2002.0,0.02
Super Robot Taisen L,2010.0,0.17
Pokémon Box: Ruby and Sapphire,2004.0,0.28
Call of Duty 4: Modern Warfare,2007.0,6.72
Madden NFL 18,2017.0,1.91
The Settlers History Collection,2018.0,0.04
Golden Sun: Dark Dawn,2010.0,0.81
Trick x Logic: Season 2,2010.0,0.04
Beyblade: Metal Masters,2011.0,0.27
Emergency Room: Real Life Rescues,2009.0,0.04
METRO Redux,2014.0,0.68
Hellgate: London,2007.0,0.02
Power Rangers Zeo Full Tilt Battle Pinball,1996.0,0.0
Theme Hospital,1998.0,0.09
Zoo Resort 3D,2011.0,0.26
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,1998.0,0.12
Star Trek: Tactical Assault,2006.0,0.03
Hasbro Family Game Night 2,2009.0,1.36
Spider-Man: Shattered Dimensions,2010.0,0.44
From Russia With Love,2005.0,0.22
Team Fortress 2,2008.0,0.0
Dr. Muto,2002.0,0.06
Vexx,2003.0,0.1
Crash: Mind Over Mutant,2008.0,0.5
Blacksite: Area 51,2007.0,0.0
Konohana 2: Todoke Kanai Requiem,2002.0,0.03
Scaler,2004.0,0.04
Arcanum: Of Steamworks and Magick Obscura,2001.0,0.0
Surviving Mars,2018.0,0.05
Blood Bowl: Legendary Edition,2010.0,0.02
Fallout: New Vegas,2010.0,3.17
Goosebumps HorrorLand,2008.0,0.16
Paws & Claws: Pampered Pets 2,2011.0,0.06
FIFA 13,2012.0,0.49
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,2006.0,0.05
Tour de France 2014,2014.0,0.04
Phoenix,1982.0,0.45
Fishing Master (jp sales),2007.0,0.06
NatGeo Challenge! Wild Life,2010.0,0.04
World Series of Poker,2005.0,0.47
G-Police: Weapons of Justice,1999.0,0.06
Beyond Good & Evil,2003.0,0.07
Gyakuten Saiban 2,2002.0,0.14
Pia Carrot e Youkoso!! 2.5,2008.0,0.04
James Bond 007: Blood Stone,2010.0,0.06
Kenka Banchou 2: Full Throttle,2007.0,0.09
Duel Masters: Sempai Legends,2004.0,0.29
Dragon Quest X: 5000-nen no Harukanaru Kokyou e Online,2017.0,0.02
Zoo Tycoon 2,2004.0,0.06
Harvest Moon: Friends of Mineral Town,2003.0,0.59
NHL 2005,2004.0,0.16
YoKai Watch Dance: Just Dance Special Version,2015.0,0.04
Farming Simulator 14,2014.0,0.0
Eureka Seven Vol. 1: The New Wave,2006.0,0.0
Hurry Up Hedgehog!,2009.0,0.02
NASCAR 2011: The Game,2011.0,0.27
Super Robot Taisen XO,2006.0,0.01
Summon Night 2,2008.0,0.06
Who Wants to Be A Millionaire?,2011.0,0.1
Indiana Jones and the Staff of Kings,2009.0,0.25
Dance Dance Revolution SuperNOVA 2,2007.0,0.79
The BIGS 2,2009.0,0.21
Shitsuji ga Aruji o Erabu Toki,2016.0,0.03
Silent Hill: Origins,2007.0,0.52
The Darkness,2007.0,0.66
Guitar Rock Tour,2008.0,0.11
Wonder Pets! Save the Animals!,2008.0,0.36
Magic: The Gathering - Battlegrounds,2003.0,0.16
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,2013.0,0.04
Pac-Man Fever,2002.0,0.51
Zwei!!,2008.0,0.02
DoDonPachi Dai-Oujou: Black Label Extra,2009.0,0.02
Madagascar: Escape 2 Africa,2008.0,0.55
Tom Clancy's EndWar,2008.0,0.67
Waialae Country Club: True Golf Classics,1998.0,0.59
Shining Force CD,1994.0,0.14
Theme Park,1995.0,0.08
Batman: Arkham Origins Blackgate,2013.0,0.27
The Invincible Iron Man,2002.0,0.04
UFC Undisputed 2010,2010.0,1.42
Harry Potter and the Order of the Phoenix,2007.0,0.46
Expendable,2000.0,0.05
BeatMania IIDX 14 Gold,2008.0,0.03
The Punisher,2005.0,0.52
SpongeBob SquarePants: SuperSponge,2001.0,0.55
Pengo,1984.0,0.4
Spanish for Everyone!,2007.0,0.02
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,2009.0,0.4
Earth Defense Force: Insect Armageddon,2011.0,0.19
Metal Gear Solid: The Essential Collection,2008.0,0.46
Mortal Kombat X,2015.0,0.05
Smash Court Tennis Pro Tournament,2002.0,0.17
Barbie and the Magic of Pegasus,2005.0,0.0
NASCAR Thunder 2004,2003.0,0.23
Nobunaga no Yabou: Tenshoki,1995.0,0.11
Dragon Quest Builders: Revive Alefgard,2016.0,0.58
Magicians Academy,2007.0,0.01
Elebits: The Adventures of Kai and Zero,2009.0,0.08
Dance Dance Revolution Extra Mix,2001.0,0.02
All Kamen Rider: Rider Generation 2,2012.0,0.06
Tony Hawk's Underground,2003.0,0.7
Killzone: Mercenary,2013.0,0.92
Kung Fu Panda 2,2011.0,0.1
Backbreaker,2010.0,0.18
Puzzle Challenge: Crosswords and More!,2006.0,0.02
Fate/Tiger Colosseum,2007.0,0.08
Touhou Genso Wanderer Reloaded,2018.0,0.02
Sengoku Otome: Legend Battle,2016.0,0.04
Batman: Return to Arkham,2016.0,0.2
Travel Games For Dummies,2008.0,0.15
Journey,2012.0,0.17
Deadliest Catch: Sea of Chaos,2010.0,0.08
Okashi na Shima no Peter Pan: Sweet Never Land,2011.0,0.02
Clever Kids: Creepy Crawlies,2009.0,0.0
NBA 2K14,2013.0,2.57
Armello,2018.0,0.02
Call of Duty: Ghosts,2013.0,0.67
Payday 2,2015.0,0.23
RLH: Run Like Hell,2003.0,0.04
Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,2008.0,0.07
Lego Marvel Super Heroes: Universe in Peril,2013.0,0.38
Crash Nitro Kart,2003.0,0.31
Broken Helix,1997.0,0.06
Headhunter: Redemption,2004.0,0.02
Heart no Kuni no Alice,2009.0,0.01
Sniper Elite III,2014.0,0.43
Full Spectrum Warrior,2004.0,0.73
Mobile Suit Gundam Unicorn,2012.0,0.05
Samurai Warriors 4,2014.0,0.11
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,2012.0,0.03
LEGO Indiana Jones: The Original Adventures,2008.0,3.76
SD Gundam: Over Galaxian,1996.0,0.05
Starwinder: The Ultimate Space Race,1996.0,0.06
Dungeon Siege III,2011.0,0.39
Street Jam Basketball,2004.0,0.03
PO'ed,1997.0,0.04
Elf: The Movie,2004.0,0.15
NFL 2K3,2002.0,0.52
Power Pro Kun Pocket 5,2003.0,0.26
Sacred 2: Fallen Angel,2008.0,0.06
Akiba's Beat,2017.0,0.03
NBA Live 09,2008.0,0.39
North American Hunting Extravaganza 2,2010.0,0.04
G1 Jockey Wii 2008,2008.0,0.0
Need for Speed: Payback,2017.0,0.02
Need for Speed: ProStreet,2008.0,0.78
Alvin and the Chipmunks: Chipwrecked,2011.0,0.11
Solitaire Overload Plus,2010.0,0.16
Peter Jackson's King Kong: The Official Game of the Movie,2005.0,0.24
Speed Kings,2003.0,0.09
Math Blaster in the Prime Adventure,2009.0,0.1
Batman: Arkham Origins,2013.0,0.32
Reservoir Dogs,2006.0,0.0
Iron Man 2,2010.0,0.33
Handball 16,2015.0,0.0
King's Quest Collection,2006.0,0.0
Little Battlers eXperience: Wars,2013.0,0.13
Manhunt 2,2007.0,0.56
TOCA 2 Touring Car Championship,1999.0,1.32
Satomi Hakkenden: Hachi Tamanoki,2014.0,0.01
Futurama,2003.0,0.07
Gauntlet: Seven Sorrows,2005.0,0.4
Vantage Master Portable,2008.0,0.02
Curious George,2006.0,0.03
Kirby: Battle Royale,2018.0,0.33
Rayman 3: Hoodlum Havoc,2003.0,0.07
Tiny Token Empires,2011.0,0.0
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,2010.0,0.31
Penguin no Mondai X: Tenkuu no 7 Senshi,2009.0,0.19
Naughty Bear,2010.0,0.41
Mischief Makers,1997.0,0.43
ATV Offroad Fury,2001.0,2.41
Sakura Wars: Atsuki Chishio Ni,2003.0,0.24
Borderlands 2,2012.0,0.94
Ghostbusters: The Video Game,2009.0,0.62
Kunio-kun: The World Classics Collection,2018.0,0.01
Challenge Me: Word Puzzles,2011.0,0.03
Blitzkrieg,2003.0,0.0
Arabians Lost: The Engagement on Desert,2007.0,0.02
Tom Clancy's Splinter Cell: Pandora Tomorrow,2004.0,1.48
Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,2011.0,0.02
Sengoku Musou 3 Z,2011.0,0.33
Meitantei Conan: Tantei Ryoku Trainer,2007.0,0.06
Franklin's Great Adventures,2006.0,0.0
NFL Street 2,2004.0,1.61
"Warhammer 40,000: Squad Command",2007.0,0.33
Teenage Mutant Ninja Turtles,2003.0,0.93
Sonic Jam,1997.0,0.12
Six Flags Fun Park,2008.0,0.18
America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,2017.0,0.08
Tiny Barbarian DX,2017.0,0.06
Digimon Rumble Arena,2002.0,0.02
SpongeBob's Boating Bash,2010.0,0.35
Last Escort: Club Katze,2010.0,0.01
Reloaded,1996.0,0.17
Dora's Cooking Club,2010.0,0.1
Ben 10 Alien Force: Vilgax Attacks,2009.0,0.42
Ayaka Shibito Portable,2009.0,0.0
The Saboteur,2009.0,0.51
Sukashishipanman DS: Shokotak Koto Nakagawa Shouko Produce!,2009.0,0.0
Momotarou Dentetsu Happy,1996.0,0.32
Kororinpa: Marble Mania,2007.0,0.13
Pirates of the Caribbean: At World's End,2007.0,0.34
Blast Radius,1999.0,0.07
Persona 4 Arena,2012.0,0.13
Exhibition Volume 02,2003.0,0.17
Cosmic Family,2007.0,0.08
Tom Clancy's Splinter Cell 3D,2011.0,0.3
Power Rangers: Ninja Storm,2003.0,0.33
Nobunaga no Yabou: Ranseiki,2002.0,0.13
The Legend of Heroes: Ao no Kiseki,2011.0,0.2
Top Spin,2005.0,0.1
Gungrave,2002.0,0.19
Phantom Breaker,2013.0,0.01
Harry Potter and the Half-Blood Prince,2009.0,0.33
Forgotten Realms: Demon Stone,2004.0,0.2
Supreme Commander 2,2010.0,0.34
Hard Hitter Tennis,2002.0,0.3
Petz: Catz 2,2007.0,1.02
Finding Nemo: Escape to the Big Blue,2006.0,0.16
Lise no Atelier: Ordre no Renkinjutsushi,2007.0,0.04
World Snooker Championship 2007,2007.0,0.1
Dynasty Warriors 8: Xtreme Legends,2014.0,0.16
Project Overkill,1996.0,0.25
GT Advance Championship Racing,2001.0,0.33
Atelier Totori: The Adventurer of Arland,2011.0,0.43
Destiny: The Collection,2016.0,0.41
Shogun: Total War,2000.0,0.01
Tale of a Hero,2010.0,0.02
Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III,2007.0,0.08
The Bible Game,2005.0,0.12
Choujikuu Yousai Macross: Ai Oboete Imasu ka,2012.0,0.05
SpongeBob SquigglePants 3D,2011.0,0.19
Ratatouille,2007.0,0.14
Rugby 06,2006.0,0.02
RollerCoaster Tycoon,2003.0,0.13
Never Tales: Legends,2016.0,0.0
Unsolved Mystery Club: Ancient Astronauts,2011.0,0.0
Big League Sports,2008.0,0.1
Rafa Nadal Tennis,2007.0,0.0
Mega Man Battle Network 2,2002.0,0.31
Sudden Strike,2001.0,0.0
SingStar Summer Party,2008.0,0.54
The Sims 3: Ambitions,2010.0,0.45
The Escapists 2,2018.0,0.05
Disney's Extreme Skate Adventure,2003.0,0.11
Syberia III,2016.0,0.05
Rune: Viking Warlord,2001.0,0.26
Nicktoons: Unite!,2006.0,0.11
Metroid Prime: Federation Force,2016.0,0.15
Destiny 2,2017.0,4.14
Minna no Chizu,2006.0,0.04
Jewel Quest V: The Sleepless Star,2010.0,0.01
War Leaders: Clash of Nations,2009.0,0.02
Tennis no Oji-Sama: Genius Boys Academy,2002.0,0.25
Darkest of Days,2009.0,0.1
Sound Novel Machi,1998.0,0.09
Tokimeki Memorial Girl's Side 1st Love Plus,2009.0,0.03
Need for Speed Carbon,2006.0,1.65
Open Season,2006.0,0.07
True Crime: Streets of LA,2003.0,0.56
Race Driver: Create & Race,2007.0,0.02
Harry Potter and the Goblet of Fire,2005.0,0.01
Mobile Suit GUNDAM SEED BATTLE DESTINY,2012.0,0.12
WWE 2K15,2014.0,1.16
Assassin's Creed IV: Black Flag,2013.0,0.63
Lemony Snicket's A Series of Unfortunate Events,2004.0,0.64
Rocket Power: Zero Gravity Zone,2003.0,0.2
Call of Duty: Modern Warfare Remastered,2017.0,0.58
Tak: The Great Juju Challenge,2005.0,0.07
Dynasty Warriors 6,2008.0,0.3
LEGO Star Wars: The Video Game,2005.0,3.53
Battle Worlds: Kronos,2013.0,0.01
The Sexy Brutale,2017.0,0.08
Stormrise,2009.0,0.02
Catz,2006.0,0.55
Pocket Pets,2007.0,0.11
MotoGP 08,2008.0,0.39
Eigo de Tabisuru: Little Charo,2011.0,0.06
Moshi Monsters: Katsuma Unleashed,2013.0,0.06
Art of Murder: Hunt for the Puppeteer,2009.0,0.0
Red Faction: Guerrilla,2009.0,0.74
"SpongeBob SquarePants: Lights, Camera, Pants!",2005.0,0.44
The Godfather: Blackhand Edition,2007.0,0.15
Sonic Generations,2011.0,1.59
Tenchi Muyou! Ryoukouki Gokuraku,1995.0,0.06
Rabbids Go Home,2009.0,1.13
Pinball Hall of Fame: The Gottlieb Collection,2004.0,0.33
Tokyo Xanadu,2017.0,0.19
Winning Post World 2010,2010.0,0.04
Call of Duty: Black Ops IIII,2018.0,9.32
The Incredibles: Rise of the Underminer,2005.0,0.09
DOOM VFR,2017.0,0.56
The Terminator: Dawn of Fate,2002.0,0.15
Hudson x GReeeeN Live!? DeeeeS!?,2010.0,0.03
Mega Man 11,2018.0,0.36
Owaru Sekai to Birthday,2017.0,0.0
Hamtaro: Ham-Ham Heartbreak,2003.0,0.36
Pro Cycling Season 2009: Le Tour de France,2009.0,0.0
Championship Manager 5,2005.0,0.0
Whiplash,2003.0,0.13
The Chronicles of Narnia: Prince Caspian,2008.0,0.36
Namco Museum: 50th Anniversary,2005.0,0.18
Mobile Suit Z Gundam: AEUG vs. Titans,2003.0,0.63
Petz: Crazy Monkeyz,2008.0,0.26
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,2005.0,0.34
Airline Tycoon Deluxe,2003.0,0.0
This Is the Police 2,2018.0,0.02
Rugby 2005,2005.0,0.09
Hanasaki Work Spring!,2017.0,0.01
Hot Wheels Velocity X,2002.0,0.47
FIFA 18,2017.0,11.8
Tokyo Ghoul: Jail,2015.0,0.06
Mystic Ark,1995.0,0.13
Carnival Games: Wild West 3D,2011.0,0.09
Persona 4 Arena Ultimax,2014.0,0.14
Titanic Mystery,2012.0,0.02
Super Army War,2005.0,0.04
Black & Bruised,2003.0,0.16
Super Monkey Ball 2,2002.0,1.52
Just Dance 2019,2018.0,0.1
Attack on Titan 2: Future Coordinates,2017.0,0.07
RC de GO!,2001.0,0.0
Aokana: Four Rhythm Across the Blue,2016.0,0.05
The Chronicles of Narnia: Prince Caspian,2008.0,0.21
Cladun Returns: This Is Sengoku!,2017.0,0.03
Crayola: Treasure Adventures,2007.0,0.46
Rumble Roses,2004.0,0.39
Jewel Time Deluxe,2011.0,0.0
Enchanted Arms,2007.0,0.2
Star Wars Battlefront: Elite Squadron,2009.0,0.49
Family Feud: 2012 Edition,2011.0,0.19
ISS Pro Evolution,2000.0,0.76
Kamaitachi no Yoru,1994.0,0.81
Toy Story 3: The Video Game,2010.0,0.76
Lovely Lisa and Friends,2010.0,0.13
Evolve,2015.0,0.67
Disney Princess: Enchanting Storybooks,2011.0,0.39
Front Mission: Gun Hazard,1996.0,0.24
B-Boy,2008.0,0.05
Fukakutei Sekai no Tantei Shinshi: Akugyou Futaasa no Jiken File,2009.0,0.01
Digimon Rumble Arena 2,2004.0,0.02
Sonic Boom: Fire & Ice,2016.0,0.25
Pro Yakyuu Greatest Nine 98,1998.0,0.09
MLB 08: The Show,2008.0,0.7
Lost Odyssey,2008.0,0.9
CivCity: Rome,2006.0,0.0
Bratz: Super Babyz,2008.0,0.0
Utawarerumono: Mask of Deception,2015.0,0.06
Mortal Kombat: Shaolin Monks,2005.0,0.69
Wolfenstein: The New Order,2014.0,0.75
WWE All Stars,2011.0,0.19
Kung Fu Chaos,2003.0,0.28
Yarudora Series Vol. 2: Kisetsu wo Dakishimete,1998.0,0.21
Steins;Gate: Darling of Loving Vows,2011.0,0.08
Ouma ga Toki: Kakuriyo no Enishi,2016.0,0.02
NFL Fever 2004,2003.0,0.32
Mega Man X5,2001.0,0.75
Xena: Warrior Princess,1999.0,0.6
Far Cry 5,2018.0,1.78
Shin Chan: ¡Aventuras de Cine!,2008.0,0.15
1942,1986.0,1.0
King Arthur,2004.0,0.13
Darkened Skye,2002.0,0.01
Winter Sports 2011,2011.0,0.07
Barbie: Groom and Glam Pups,2010.0,0.21
Rock Band 2,2008.0,1.5
.hack//Link,2010.0,0.14
Madden NFL 09 All-Play,2008.0,0.84
Mortal Kombat: Armageddon,2007.0,0.23
NBA 2K16,2015.0,0.12
Looney Tunes: Back in Action,2003.0,0.17
The Crew: Wild Run,2015.0,0.14
Professional Farmer 2016,2015.0,0.0
Paws & Claws: Pet Resort,2006.0,0.16
James Bond 007: Nightfire,2002.0,3.33
The Fast and the Furious,2007.0,0.02
IHRA Drag Racing 2,2002.0,1.31
Super Robot Monkey Team: Game Boy Advance Video Volume 1,2005.0,0.01
Call of Duty: Modern Warfare 3,2011.0,13.35
Secret Agent Clank(US sales),2008.0,0.55
The King of Fighters: Maximum Impact - Maniax,2005.0,0.03
Super Puzzle Fighter II,2003.0,0.09
Are You Smarter than a 5th Grader? Game Time,2009.0,0.24
City Life 2008 Edition,2008.0,0.0
Super Robot Taisen OG Saga: Endless Frontier,2009.0,0.08
Jurassic: The Hunted,2009.0,0.13
Minute to Win It,2010.0,0.25
Chameleon: To Dye For!,2007.0,0.01
Eiyuu * Senki,2013.0,0.01
Pro Evolution Soccer 2017,2016.0,0.27
Syphon Filter: Dark Mirror,2006.0,0.3
Battlezone,2016.0,0.16
Way of the Samurai 4,2011.0,0.2
Clear: Atarashii Kaze no Fuku Oka de,2009.0,0.01
Barbie Horse Adventures: Riding Camp,2008.0,0.55
Akiba's Trip 2+A,2017.0,0.01
SingStar Take That,2009.0,0.31
City of Villains,2005.0,0.0
Dawn of Discovery,2009.0,0.37
Joint Task Force,2006.0,0.0
Yoku's Island Express,2018.0,0.02
Def Jam Rapstar,2010.0,0.3
Let's Play Ballerina,2010.0,0.13
Shadows Awakening,2018.0,0.06
EverQuest Online Adventures: Frontiers,2003.0,0.19
Little Busters! Converted Edition,2010.0,0.04
Jikkyou Powerful Pro Yakyuu 4,1997.0,0.31
NBA 2K11,2010.0,1.81
Hyakko: Yorozuya Jikenbo!,2009.0,0.0
Super Castlevania IV,1991.0,0.63
Space Station Silicon Valley,1998.0,0.15
Teenage Mutant Ninja Turtles III: The Manhattan Project,1992.0,1.39
Mega Man ZX Advent,2007.0,0.33
Cruis'n Exotica,2000.0,0.21
Thief,2014.0,0.85
The Nightmare of Druaga: Fushigino Dungeon,2004.0,0.05
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,2006.0,0.1
Still Life,2005.0,0.0
Monster High 13 Wishes,2013.0,0.02
One Piece: Pirate Warriors 3 - Deluxe Edition,2018.0,0.06
F1 2009,2009.0,0.88
Capcom vs. SNK 2: Millionaire Fighting 2001,2001.0,0.12
Shantae: Half-Genie Hero,2016.0,0.06
Resident Evil Archives: Resident Evil Zero,2009.0,0.24
FIFA Soccer 11,2010.0,3.52
Backyard Sports Football: Rookie Rush,2010.0,0.17
Disney Epic Mickey 2: The Power of Two,2012.0,0.98
Disney Universe,2011.0,1.05
Resident Evil 3: Nemesis,2001.0,0.0
Titanfall 2,2016.0,1.72
Urban Chaos: Riot Response,2006.0,0.06
Heroes of Might and Magic V: Tribes of the East,2007.0,0.0
Yu-Gi-Oh! Power of Chaos: Yugi the Destiny,2004.0,0.0
Kazeiro Surf,2009.0,0.0
Wolfenstein II: The New Colossus,2017.0,1.36
Winx Club: Saving Alfea,2014.0,0.01
Final Fantasy Type-0 HD,2015.0,0.3
Jewel Master: Cradle of Persia,2014.0,0.05
2 Games in 1 Double Pack: Finding Nemo / Monsters Inc.,2005.0,0.93
Bus Driver,2008.0,0.01
Marvel Super Hero Squad: The Infinity Gauntlet,2011.0,0.1
Disney's Donald Duck Advance,2001.0,0.07
Real Soccer 2008,2008.0,0.04
Penguins of Madagascar,2014.0,0.07
Konami Collector's Series: Arcade Advanced,2002.0,0.64
SBK X: Superbike World Championship,2010.0,0.21
NFL QB Club 2001,2000.0,0.12
Ganbare Goemon 2: Kiteretsu Shougun Magginesu,1993.0,0.31
Buzz Lightyear of Star Command,2000.0,0.63
Spelling Challenges and more!,2007.0,0.25
Hole in the Wall: Deluxe Edition,2011.0,0.11
Pocket Racers,2006.0,0.01
Pac-Man Collection,2001.0,2.94
Captain Blood,2010.0,0.0
Power Pro Kun Pocket 9,2006.0,0.15
Fairytale Fights,2009.0,0.17
Mass Effect: Andromeda,2017.0,0.78
Guitar Hero III: Legends of Rock,2007.0,2.25
SD Gundam G Generation Seed,2004.0,0.4
Loons: The Fight For Fame,2002.0,0.07
Kangaroo,1983.0,0.72
Pulse Racer,2003.0,0.02
God Eater 2: Rage Burst,2015.0,0.12
Star Wars: The Force Unleashed II,2010.0,0.03
Cosmos Chaos!,2010.0,0.07
50 Cent: Bulletproof,2006.0,0.09
Scene It? Box Office Smash,2008.0,0.65
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,2010.0,0.02
Princess is Money Hungry,2016.0,0.01
Disney's Chicken Little,2005.0,0.65
Stuart Little 3: Big Photo Adventure,2005.0,0.08
The Sims 2: Apartment Life,2008.0,0.08
SBK 2011: FIM Superbike World Championship,2011.0,0.03
WipEout Pulse,2009.0,0.49
Jissen Pachi-Slot Hisshouhou! Aladdin A,2002.0,0.2
Yu-Gi-Oh! Double Pack 2,2006.0,0.0
50 Cent: Bulletproof,2005.0,0.44
Madden NFL 10,2009.0,0.67
Tomb Raider: Underworld,2008.0,1.07
Spyro: A Hero's Tail,2004.0,0.14
Action Girlz Racing,2008.0,0.01
The Elder Scrolls IV: Shivering Isles,2007.0,0.18
Just Dance: Disney Party 2,2015.0,0.01
